date,product_id,product,category,quantity_sold,expiry_date,unit_price,discount,discount_price,shelf_life,holiday,event,event_name
08-12-2024,PN005,Bread,Bakery,13,08-12-2024,1.28,30%,0.9,5,0,1,Galway Christmas Market
08-12-2024,PN018,Cinnamon,Spices,17,08-12-2026,1.0,0%,1.0,730,0,1,Galway Christmas Market
08-12-2024,PN018,Cinnamon,Spices,8,08-12-2026,1.0,0%,1.0,730,0,1,Galway Christmas Market
08-12-2024,PN018,Cinnamon,Spices,4,11-12-2024,1.0,10%,0.9,730,0,1,Galway Christmas Market
08-12-2024,PN034,Pasta,Staples,15,08-12-2025,1.45,0%,1.45,365,0,1,Galway Christmas Market
08-12-2024,PN048,Turkey,Meat,3,22-12-2024,1.99,0%,1.99,14,0,1,Galway Christmas Market
07-12-2024,PN001,Apples,Fruits,6,17-12-2024,0.6,0%,0.6,10,0,1,Galway Christmas Market
07-12-2024,PN005,Bread,Bakery,13,07-12-2024,1.28,30%,0.9,5,0,1,Galway Christmas Market
07-12-2024,PN007,Brussels Sprouts,Vegetables,10,14-12-2024,1.07,0%,1.07,7,0,1,Galway Christmas Market
07-12-2024,PN009,Butter,Dairy,20,12-12-2024,3.99,0%,3.99,270,0,1,Galway Christmas Market
07-12-2024,PN016,Chicken Breast,Meat,11,12-12-2024,3.99,0%,3.99,5,0,1,Galway Christmas Market
07-12-2024,PN017,Chocolates,Confectionery,5,07-12-2025,1.75,0%,1.75,365,0,1,Galway Christmas Market
07-12-2024,PN034,Pasta,Staples,16,07-12-2025,1.45,0%,1.45,365,0,1,Galway Christmas Market
07-12-2024,PN049,White Wine,Beverages,19,07-12-2026,10.5,0%,10.5,730,0,1,Galway Christmas Market
06-12-2024,PN005,Bread,Bakery,3,11-12-2024,1.28,0%,1.28,5,0,1,Galway Christmas Market
06-12-2024,PN008,Burger Patties,Meat,12,06-12-2025,3.0,0%,3.0,365,0,1,Galway Christmas Market
06-12-2024,PN011,Cabbage,Vegetables,13,16-12-2024,1.29,0%,1.29,10,0,1,Galway Christmas Market
06-12-2024,PN013,Carrots,Vegetables,5,20-12-2024,0.13,0%,0.13,14,0,1,Galway Christmas Market
06-12-2024,PN018,Cinnamon,Spices,4,06-12-2026,1.0,0%,1.0,730,0,1,Galway Christmas Market
06-12-2024,PN020,Croissants,Bakery,13,06-12-2024,0.48,30%,0.34,30,0,1,Galway Christmas Market
06-12-2024,PN044,Sparkling Wine,Beverages,9,09-12-2024,4.5,10%,4.05,365,0,1,Galway Christmas Market
06-12-2024,PN046,Strawberries,Fruits,11,10-12-2024,0.5,0%,0.5,4,0,1,Galway Christmas Market
05-12-2024,PN001,Apples,Fruits,10,15-12-2024,0.6,0%,0.6,10,0,1,Galway Christmas Market
05-12-2024,PN001,Apples,Fruits,1,10-12-2024,0.6,5%,0.57,10,0,1,Galway Christmas Market
05-12-2024,PN002,Bananas,Fruits,19,12-12-2024,0.28,0%,0.28,7,0,1,Galway Christmas Market
05-12-2024,PN006,Breakfast Cereals,Staples,9,05-12-2025,1.29,0%,1.29,365,0,1,Galway Christmas Market
05-12-2024,PN007,Brussels Sprouts,Vegetables,15,12-12-2024,1.07,0%,1.07,7,0,1,Galway Christmas Market
05-12-2024,PN014,Charcoal,Non-Food,10,07-12-2024,1.75,15%,1.49,730,0,1,Galway Christmas Market
05-12-2024,PN020,Croissants,Bakery,4,04-01-2025,0.48,0%,0.48,30,0,1,Galway Christmas Market
05-12-2024,PN027,Lettuce,Vegetables,3,10-12-2024,1.15,0%,1.15,5,0,1,Galway Christmas Market
05-12-2024,PN034,Pasta,Staples,1,05-12-2025,1.45,0%,1.45,365,0,1,Galway Christmas Market
05-12-2024,PN034,Pasta,Staples,1,10-12-2024,1.45,5%,1.38,365,0,1,Galway Christmas Market
05-12-2024,PN048,Turkey,Meat,12,19-12-2024,1.99,0%,1.99,14,0,1,Galway Christmas Market
05-12-2024,PN049,White Wine,Beverages,5,05-12-2026,10.5,0%,10.5,730,0,1,Galway Christmas Market
04-12-2024,PN008,Burger Patties,Meat,9,04-12-2025,3.0,0%,3.0,365,0,1,Galway Christmas Market
04-12-2024,PN011,Cabbage,Vegetables,5,14-12-2024,1.29,0%,1.29,10,0,1,Galway Christmas Market
04-12-2024,PN017,Chocolates,Confectionery,15,04-12-2025,1.75,0%,1.75,365,0,1,Galway Christmas Market
04-12-2024,PN037,Potatoes,Vegetables,11,09-12-2024,0.46,5%,0.44,20,0,1,Galway Christmas Market
04-12-2024,PN039,Red Wine,Beverages,2,04-12-2027,10.5,0%,10.5,1095,0,1,Galway Christmas Market
04-12-2024,PN045,Spinach,Vegetables,20,14-12-2024,1.39,0%,1.39,10,0,1,Galway Christmas Market
03-12-2024,PN009,Butter,Dairy,6,08-12-2024,3.99,0%,3.99,270,0,1,Galway Christmas Market
03-12-2024,PN009,Butter,Dairy,16,08-12-2024,3.99,0%,3.99,270,0,1,Galway Christmas Market
03-12-2024,PN013,Carrots,Vegetables,8,05-12-2024,0.13,15%,0.11,14,0,1,Galway Christmas Market
03-12-2024,PN014,Charcoal,Non-Food,5,03-12-2026,1.75,0%,1.75,730,0,1,Galway Christmas Market
03-12-2024,PN015,Cheese,Dairy,1,05-12-2024,2.5,15%,2.13,21,0,1,Galway Christmas Market
03-12-2024,PN018,Cinnamon,Spices,14,03-12-2026,1.0,0%,1.0,730,0,1,Galway Christmas Market
03-12-2024,PN018,Cinnamon,Spices,5,03-12-2026,1.0,0%,1.0,730,0,1,Galway Christmas Market
03-12-2024,PN024,Guinness,Beverages,11,01-07-2025,4.66,0%,4.66,210,0,1,Galway Christmas Market
03-12-2024,PN027,Lettuce,Vegetables,17,08-12-2024,1.15,0%,1.15,5,0,1,Galway Christmas Market
03-12-2024,PN028,Milk,Dairy,11,10-12-2024,1.25,0%,1.25,7,0,1,Galway Christmas Market
03-12-2024,PN035,Pepper,Spices,3,17-12-2024,1.0,0%,1.0,14,0,1,Galway Christmas Market
03-12-2024,PN037,Potatoes,Vegetables,6,06-12-2024,0.46,10%,0.41,20,0,1,Galway Christmas Market
03-12-2024,PN049,White Wine,Beverages,15,03-12-2026,10.5,0%,10.5,730,0,1,Galway Christmas Market
02-12-2024,PN001,Apples,Fruits,10,12-12-2024,0.6,0%,0.6,10,0,1,Galway Christmas Market
02-12-2024,PN003,Basmati Rice,Staples,2,02-12-2024,1.59,30%,1.11,365,0,1,Galway Christmas Market
02-12-2024,PN004,Beef,Meat,3,03-12-2024,4.5,25%,3.38,21,0,1,Galway Christmas Market
02-12-2024,PN005,Bread,Bakery,15,02-12-2024,1.28,30%,0.9,5,0,1,Galway Christmas Market
02-12-2024,PN009,Butter,Dairy,17,07-12-2024,3.99,0%,3.99,270,0,1,Galway Christmas Market
02-12-2024,PN013,Carrots,Vegetables,18,16-12-2024,0.13,0%,0.13,14,0,1,Galway Christmas Market
02-12-2024,PN021,Cucumber,Vegetables,11,09-12-2024,0.89,0%,0.89,7,0,1,Galway Christmas Market
02-12-2024,PN022,Easter Eggs,Confectionery,13,03-12-2024,1.2,25%,0.9,365,0,1,Galway Christmas Market
02-12-2024,PN024,Guinness,Beverages,6,30-06-2025,4.66,0%,4.66,210,0,1,Galway Christmas Market
02-12-2024,PN024,Guinness,Beverages,1,30-06-2025,4.66,0%,4.66,210,0,1,Galway Christmas Market
02-12-2024,PN031,Orange Juice,Beverages,6,16-12-2024,2.5,0%,2.5,14,0,1,Galway Christmas Market
02-12-2024,PN034,Pasta,Staples,5,05-12-2024,1.45,10%,1.31,365,0,1,Galway Christmas Market
02-12-2024,PN039,Red Wine,Beverages,15,02-12-2027,10.5,0%,10.5,1095,0,1,Galway Christmas Market
02-12-2024,PN042,Smoothie,Beverages,4,12-12-2024,4.25,0%,4.25,10,0,1,Galway Christmas Market
01-12-2024,PN001,Apples,Fruits,10,01-12-2024,0.6,30%,0.42,10,0,1,Galway Christmas Market
01-12-2024,PN009,Butter,Dairy,5,02-12-2024,3.99,25%,2.99,270,0,1,Galway Christmas Market
01-12-2024,PN014,Charcoal,Non-Food,9,01-12-2026,1.75,0%,1.75,730,0,1,Galway Christmas Market
01-12-2024,PN014,Charcoal,Non-Food,6,06-12-2024,1.75,5%,1.66,730,0,1,Galway Christmas Market
01-12-2024,PN015,Cheese,Dairy,1,22-12-2024,2.5,0%,2.5,21,0,1,Galway Christmas Market
01-12-2024,PN027,Lettuce,Vegetables,16,06-12-2024,1.15,0%,1.15,5,0,1,Galway Christmas Market
01-12-2024,PN037,Potatoes,Vegetables,1,03-12-2024,0.46,15%,0.39,20,0,1,Galway Christmas Market
01-12-2024,PN042,Smoothie,Beverages,15,11-12-2024,4.25,0%,4.25,10,0,1,Galway Christmas Market
01-12-2024,PN048,Turkey,Meat,20,15-12-2024,1.99,0%,1.99,14,0,1,Galway Christmas Market
30-11-2024,PN001,Apples,Fruits,1,10-12-2024,0.6,0%,0.6,10,0,1,Galway Christmas Market
30-11-2024,PN003,Basmati Rice,Staples,9,30-11-2025,1.59,0%,1.59,365,0,1,Galway Christmas Market
30-11-2024,PN034,Pasta,Staples,14,30-11-2025,1.45,0%,1.45,365,0,1,Galway Christmas Market
30-11-2024,PN034,Pasta,Staples,4,30-11-2025,1.45,0%,1.45,365,0,1,Galway Christmas Market
30-11-2024,PN040,Salami,Meat,8,01-12-2024,1.6,25%,1.2,21,0,1,Galway Christmas Market
29-11-2024,PN001,Apples,Fruits,5,09-12-2024,0.6,0%,0.6,10,0,1,Galway Christmas Market
29-11-2024,PN001,Apples,Fruits,3,01-12-2024,0.6,15%,0.51,10,0,1,Galway Christmas Market
29-11-2024,PN005,Bread,Bakery,7,30-11-2024,1.28,25%,0.96,5,0,1,Galway Christmas Market
29-11-2024,PN016,Chicken Breast,Meat,6,04-12-2024,3.99,0%,3.99,5,0,1,Galway Christmas Market
29-11-2024,PN017,Chocolates,Confectionery,5,29-11-2025,1.75,0%,1.75,365,0,1,Galway Christmas Market
29-11-2024,PN031,Orange Juice,Beverages,14,13-12-2024,2.5,0%,2.5,14,0,1,Galway Christmas Market
29-11-2024,PN032,Oranges,Fruits,3,13-12-2024,0.6,0%,0.6,14,0,1,Galway Christmas Market
29-11-2024,PN032,Oranges,Fruits,10,13-12-2024,0.6,0%,0.6,14,0,1,Galway Christmas Market
29-11-2024,PN037,Potatoes,Vegetables,2,30-11-2024,0.46,25%,0.35,20,0,1,Galway Christmas Market
29-11-2024,PN042,Smoothie,Beverages,2,29-11-2024,4.25,30%,2.98,10,0,1,Galway Christmas Market
29-11-2024,PN049,White Wine,Beverages,9,29-11-2026,10.5,0%,10.5,730,0,1,Galway Christmas Market
28-11-2024,PN003,Basmati Rice,Staples,17,28-11-2025,1.59,0%,1.59,365,0,1,Galway Christmas Market
28-11-2024,PN005,Bread,Bakery,7,29-11-2024,1.28,25%,0.96,5,0,1,Galway Christmas Market
28-11-2024,PN011,Cabbage,Vegetables,16,08-12-2024,1.29,0%,1.29,10,0,1,Galway Christmas Market
28-11-2024,PN015,Cheese,Dairy,3,19-12-2024,2.5,0%,2.5,21,0,1,Galway Christmas Market
28-11-2024,PN021,Cucumber,Vegetables,8,30-11-2024,0.89,15%,0.76,7,0,1,Galway Christmas Market
28-11-2024,PN025,Ham,Meat,8,29-11-2024,2.99,25%,2.24,10,0,1,Galway Christmas Market
28-11-2024,PN034,Pasta,Staples,4,28-11-2025,1.45,0%,1.45,365,0,1,Galway Christmas Market
28-11-2024,PN036,Pineapple,Fruits,12,05-12-2024,1.19,0%,1.19,7,0,1,Galway Christmas Market
28-11-2024,PN048,Turkey,Meat,4,12-12-2024,1.99,0%,1.99,14,0,1,Galway Christmas Market
28-11-2024,PN050,Yogurt,Dairy,3,30-11-2024,1.35,15%,1.15,15,0,1,Galway Christmas Market
27-11-2024,PN004,Beef,Meat,15,18-12-2024,4.5,0%,4.5,21,0,1,Galway Christmas Market
27-11-2024,PN008,Burger Patties,Meat,1,27-11-2025,3.0,0%,3.0,365,0,1,Galway Christmas Market
27-11-2024,PN010,Butter Croissant,Bakery,3,30-11-2024,1.5,0%,1.5,3,0,1,Galway Christmas Market
27-11-2024,PN023,Eggs,Dairy,20,18-12-2024,0.21,0%,0.21,21,0,1,Galway Christmas Market
27-11-2024,PN026,Lamb,Meat,15,27-11-2024,5.0,30%,3.5,3,0,1,Galway Christmas Market
27-11-2024,PN027,Lettuce,Vegetables,8,02-12-2024,1.15,0%,1.15,5,0,1,Galway Christmas Market
27-11-2024,PN039,Red Wine,Beverages,8,27-11-2027,10.5,0%,10.5,1095,0,1,Galway Christmas Market
27-11-2024,PN039,Red Wine,Beverages,8,02-12-2024,10.5,5%,9.98,1095,0,1,Galway Christmas Market
27-11-2024,PN049,White Wine,Beverages,12,27-11-2026,10.5,0%,10.5,730,0,1,Galway Christmas Market
26-11-2024,PN015,Cheese,Dairy,9,17-12-2024,2.5,0%,2.5,21,0,1,Galway Christmas Market
26-11-2024,PN015,Cheese,Dairy,4,17-12-2024,2.5,0%,2.5,21,0,1,Galway Christmas Market
26-11-2024,PN016,Chicken Breast,Meat,1,01-12-2024,3.99,0%,3.99,5,0,1,Galway Christmas Market
26-11-2024,PN020,Croissants,Bakery,1,26-12-2024,0.48,0%,0.48,30,0,1,Galway Christmas Market
26-11-2024,PN021,Cucumber,Vegetables,16,26-11-2024,0.89,30%,0.62,7,0,1,Galway Christmas Market
26-11-2024,PN033,Oysters,Seafood,15,11-12-2024,3.99,0%,3.99,15,0,1,Galway Christmas Market
26-11-2024,PN034,Pasta,Staples,6,27-11-2024,1.45,25%,1.09,365,0,1,Galway Christmas Market
26-11-2024,PN036,Pineapple,Fruits,9,03-12-2024,1.19,0%,1.19,7,0,1,Galway Christmas Market
26-11-2024,PN038,Pumpkin,Vegetables,4,30-11-2024,3.45,0%,3.45,4,0,1,Galway Christmas Market
26-11-2024,PN046,Strawberries,Fruits,8,30-11-2024,0.5,0%,0.5,4,0,1,Galway Christmas Market
25-11-2024,PN006,Breakfast Cereals,Staples,9,25-11-2025,1.29,0%,1.29,365,0,1,Galway Christmas Market
25-11-2024,PN011,Cabbage,Vegetables,8,05-12-2024,1.29,0%,1.29,10,0,1,Galway Christmas Market
25-11-2024,PN021,Cucumber,Vegetables,5,02-12-2024,0.89,0%,0.89,7,0,1,Galway Christmas Market
25-11-2024,PN049,White Wine,Beverages,6,27-11-2024,10.5,15%,8.93,730,0,1,Galway Christmas Market
24-11-2024,PN004,Beef,Meat,15,15-12-2024,4.5,0%,4.5,21,0,1,Galway Christmas Market
24-11-2024,PN006,Breakfast Cereals,Staples,13,24-11-2025,1.29,0%,1.29,365,0,1,Galway Christmas Market
24-11-2024,PN015,Cheese,Dairy,5,15-12-2024,2.5,0%,2.5,21,0,1,Galway Christmas Market
24-11-2024,PN023,Eggs,Dairy,20,26-11-2024,0.21,15%,0.18,21,0,1,Galway Christmas Market
24-11-2024,PN034,Pasta,Staples,5,24-11-2025,1.45,0%,1.45,365,0,1,Galway Christmas Market
24-11-2024,PN039,Red Wine,Beverages,2,26-11-2027,10.5,15%,8.93,1095,0,1,Galway Christmas Market
24-11-2024,PN041,Salmon Fillets,Seafood,15,28-11-2024,4.25,0%,4.25,4,0,1,Galway Christmas Market
24-11-2024,PN044,Sparkling Wine,Beverages,8,24-11-2025,4.5,0%,4.5,365,0,1,Galway Christmas Market
24-11-2024,PN045,Spinach,Vegetables,6,04-12-2024,1.39,0%,1.39,10,0,1,Galway Christmas Market
24-11-2024,PN046,Strawberries,Fruits,6,25-11-2024,0.5,25%,0.38,4,0,1,Galway Christmas Market
23-11-2024,PN002,Bananas,Fruits,9,30-11-2024,0.28,0%,0.28,7,0,1,Galway Christmas Market
23-11-2024,PN004,Beef,Meat,2,14-12-2024,4.5,0%,4.5,21,0,1,Galway Christmas Market
23-11-2024,PN007,Brussels Sprouts,Vegetables,2,25-11-2024,1.07,15%,0.91,7,0,1,Galway Christmas Market
23-11-2024,PN012,Canned Soup,Staples,5,23-11-2026,2.13,0%,2.13,730,0,1,Galway Christmas Market
23-11-2024,PN014,Charcoal,Non-Food,10,23-11-2026,1.75,0%,1.75,730,0,1,Galway Christmas Market
23-11-2024,PN020,Croissants,Bakery,12,23-12-2024,0.48,0%,0.48,30,0,1,Galway Christmas Market
23-11-2024,PN034,Pasta,Staples,14,23-11-2025,1.45,0%,1.45,365,0,1,Galway Christmas Market
23-11-2024,PN042,Smoothie,Beverages,15,03-12-2024,4.25,0%,4.25,10,0,1,Galway Christmas Market
23-11-2024,PN044,Sparkling Wine,Beverages,12,24-11-2024,4.5,25%,3.38,365,0,1,Galway Christmas Market
23-11-2024,PN049,White Wine,Beverages,3,23-11-2026,10.5,0%,10.5,730,0,1,Galway Christmas Market
23-11-2024,PN049,White Wine,Beverages,14,24-11-2024,10.5,25%,7.88,730,0,1,Galway Christmas Market
22-11-2024,PN012,Canned Soup,Staples,14,22-11-2026,2.13,0%,2.13,730,0,1,Galway Christmas Market
22-11-2024,PN012,Canned Soup,Staples,5,23-11-2024,2.13,25%,1.6,730,0,1,Galway Christmas Market
22-11-2024,PN016,Chicken Breast,Meat,18,27-11-2024,3.99,0%,3.99,5,0,1,Galway Christmas Market
22-11-2024,PN022,Easter Eggs,Confectionery,20,22-11-2025,1.2,0%,1.2,365,0,1,Galway Christmas Market
22-11-2024,PN023,Eggs,Dairy,16,13-12-2024,0.21,0%,0.21,21,0,1,Galway Christmas Market
22-11-2024,PN043,Soft Drinks,Beverages,4,20-07-2025,3.4,0%,3.4,240,0,1,Galway Christmas Market
22-11-2024,PN048,Turkey,Meat,8,06-12-2024,1.99,0%,1.99,14,0,1,Galway Christmas Market
21-11-2024,PN025,Ham,Meat,4,01-12-2024,2.99,0%,2.99,10,0,1,Galway Christmas Market
21-11-2024,PN028,Milk,Dairy,1,28-11-2024,1.25,0%,1.25,7,0,1,Galway Christmas Market
21-11-2024,PN030,Onions,Vegetables,8,11-12-2024,0.67,0%,0.67,20,0,1,Galway Christmas Market
21-11-2024,PN034,Pasta,Staples,14,24-11-2024,1.45,10%,1.31,365,0,1,Galway Christmas Market
21-11-2024,PN037,Potatoes,Vegetables,18,11-12-2024,0.46,0%,0.46,20,0,1,Galway Christmas Market
21-11-2024,PN038,Pumpkin,Vegetables,20,25-11-2024,3.45,0%,3.45,4,0,1,Galway Christmas Market
21-11-2024,PN040,Salami,Meat,11,12-12-2024,1.6,0%,1.6,21,0,1,Galway Christmas Market
21-11-2024,PN048,Turkey,Meat,2,05-12-2024,1.99,0%,1.99,14,0,1,Galway Christmas Market
21-11-2024,PN050,Yogurt,Dairy,10,06-12-2024,1.35,0%,1.35,15,0,1,Galway Christmas Market
20-11-2024,PN012,Canned Soup,Staples,10,20-11-2026,2.13,0%,2.13,730,0,1,Galway Christmas Market
20-11-2024,PN015,Cheese,Dairy,8,11-12-2024,2.5,0%,2.5,21,0,1,Galway Christmas Market
20-11-2024,PN022,Easter Eggs,Confectionery,3,20-11-2025,1.2,0%,1.2,365,0,1,Galway Christmas Market
20-11-2024,PN025,Ham,Meat,2,30-11-2024,2.99,0%,2.99,10,0,1,Galway Christmas Market
20-11-2024,PN025,Ham,Meat,20,22-11-2024,2.99,15%,2.54,10,0,1,Galway Christmas Market
20-11-2024,PN028,Milk,Dairy,15,27-11-2024,1.25,0%,1.25,7,0,1,Galway Christmas Market
20-11-2024,PN041,Salmon Fillets,Seafood,11,24-11-2024,4.25,0%,4.25,4,0,1,Galway Christmas Market
20-11-2024,PN041,Salmon Fillets,Seafood,3,24-11-2024,4.25,0%,4.25,4,0,1,Galway Christmas Market
20-11-2024,PN039,Red Wine,Beverages,15,08-11-2027,10.5,0%,10.5,1095,0,1,Galway Christmas Market
20-11-2024,PN039,Red Wine,Beverages,21,08-11-2027,10.5,0%,10.5,1095,0,1,Galway Christmas Market
20-11-2024,PN039,Red Wine,Beverages,24,08-11-2027,10.5,0%,10.5,1095,0,1,Galway Christmas Market
20-11-2024,PN044,Sparkling Wine,Beverages,16,08-11-2025,4.5,0%,4.5,365,0,1,Galway Christmas Market
20-11-2024,PN044,Sparkling Wine,Beverages,28,08-11-2025,4.5,0%,4.5,365,0,1,Galway Christmas Market
20-11-2024,PN049,White Wine,Beverages,10,08-11-2026,10.5,0%,10.5,730,0,1,Galway Christmas Market
20-11-2024,PN049,White Wine,Beverages,15,08-11-2026,10.5,0%,10.5,730,0,1,Galway Christmas Market
20-11-2024,PN049,White Wine,Beverages,20,08-11-2026,10.5,0%,10.5,730,0,1,Galway Christmas Market
20-11-2024,PN049,White Wine,Beverages,29,08-11-2026,10.5,0%,10.5,730,0,1,Galway Christmas Market
20-11-2024,PN049,White Wine,Beverages,23,08-11-2026,10.5,0%,10.5,730,0,1,Galway Christmas Market
20-11-2024,PN049,White Wine,Beverages,29,08-11-2026,10.5,0%,10.5,730,0,1,Galway Christmas Market
17-11-2024,PN014,Charcoal,Non-Food,1,17-11-2026,1.75,0%,1.75,730,0,1,Galway TradFest
17-11-2024,PN014,Charcoal,Non-Food,1,17-11-2026,1.75,0%,1.75,730,0,1,Red Bull Showrun
17-11-2024,PN014,Charcoal,Non-Food,4,17-11-2026,1.75,0%,1.75,730,0,1,Galway TradFest
17-11-2024,PN014,Charcoal,Non-Food,4,17-11-2026,1.75,0%,1.75,730,0,1,Red Bull Showrun
17-11-2024,PN016,Chicken Breast,Meat,5,18-11-2024,3.99,25%,2.99,5,0,1,Galway TradFest
17-11-2024,PN016,Chicken Breast,Meat,5,18-11-2024,3.99,25%,2.99,5,0,1,Red Bull Showrun
17-11-2024,PN020,Croissants,Bakery,8,19-11-2024,0.48,15%,0.41,30,0,1,Galway TradFest
17-11-2024,PN020,Croissants,Bakery,8,19-11-2024,0.48,15%,0.41,30,0,1,Red Bull Showrun
17-11-2024,PN023,Eggs,Dairy,13,08-12-2024,0.21,0%,0.21,21,0,1,Galway TradFest
17-11-2024,PN023,Eggs,Dairy,13,08-12-2024,0.21,0%,0.21,21,0,1,Red Bull Showrun
17-11-2024,PN025,Ham,Meat,3,27-11-2024,2.99,0%,2.99,10,0,1,Galway TradFest
17-11-2024,PN025,Ham,Meat,3,27-11-2024,2.99,0%,2.99,10,0,1,Red Bull Showrun
17-11-2024,PN027,Lettuce,Vegetables,5,22-11-2024,1.15,0%,1.15,5,0,1,Galway TradFest
17-11-2024,PN027,Lettuce,Vegetables,5,22-11-2024,1.15,0%,1.15,5,0,1,Red Bull Showrun
17-11-2024,PN031,Orange Juice,Beverages,1,20-11-2024,2.5,10%,2.25,14,0,1,Galway TradFest
17-11-2024,PN031,Orange Juice,Beverages,1,20-11-2024,2.5,10%,2.25,14,0,1,Red Bull Showrun
17-11-2024,PN034,Pasta,Staples,10,20-11-2024,1.45,10%,1.31,365,0,1,Galway TradFest
17-11-2024,PN034,Pasta,Staples,10,20-11-2024,1.45,10%,1.31,365,0,1,Red Bull Showrun
17-11-2024,PN035,Pepper,Spices,4,01-12-2024,1.0,0%,1.0,14,0,1,Galway TradFest
17-11-2024,PN035,Pepper,Spices,4,01-12-2024,1.0,0%,1.0,14,0,1,Red Bull Showrun
17-11-2024,PN039,Red Wine,Beverages,7,17-11-2027,10.5,0%,10.5,1095,0,1,Galway TradFest
17-11-2024,PN039,Red Wine,Beverages,7,17-11-2027,10.5,0%,10.5,1095,0,1,Red Bull Showrun
17-11-2024,PN044,Sparkling Wine,Beverages,16,17-11-2024,4.5,30%,3.15,365,0,1,Galway TradFest
17-11-2024,PN044,Sparkling Wine,Beverages,16,17-11-2024,4.5,30%,3.15,365,0,1,Red Bull Showrun
17-11-2024,PN048,Turkey,Meat,13,22-11-2024,1.99,5%,1.89,14,0,1,Galway TradFest
17-11-2024,PN048,Turkey,Meat,13,22-11-2024,1.99,5%,1.89,14,0,1,Red Bull Showrun
16-11-2024,PN005,Bread,Bakery,6,21-11-2024,1.28,0%,1.28,5,0,1,Galway TradFest
16-11-2024,PN011,Cabbage,Vegetables,5,18-11-2024,1.29,15%,1.1,10,0,1,Galway TradFest
16-11-2024,PN012,Canned Soup,Staples,2,16-11-2026,2.13,0%,2.13,730,0,1,Galway TradFest
16-11-2024,PN015,Cheese,Dairy,8,07-12-2024,2.5,0%,2.5,21,0,1,Galway TradFest
16-11-2024,PN024,Guinness,Beverages,14,17-11-2024,4.66,25%,3.5,210,0,1,Galway TradFest
16-11-2024,PN028,Milk,Dairy,1,23-11-2024,1.25,0%,1.25,7,0,1,Galway TradFest
16-11-2024,PN035,Pepper,Spices,9,30-11-2024,1.0,0%,1.0,14,0,1,Galway TradFest
15-11-2024,PN005,Bread,Bakery,4,15-11-2024,1.28,30%,0.9,5,0,1,Galway TradFest
15-11-2024,PN028,Milk,Dairy,5,22-11-2024,1.25,0%,1.25,7,0,1,Galway TradFest
15-11-2024,PN029,Mussels,Seafood,9,30-11-2024,3.0,0%,3.0,15,0,1,Galway TradFest
15-11-2024,PN029,Mussels,Seafood,12,18-11-2024,3.0,10%,2.7,15,0,1,Galway TradFest
15-11-2024,PN041,Salmon Fillets,Seafood,7,19-11-2024,4.25,0%,4.25,4,0,1,Galway TradFest
14-11-2024,PN004,Beef,Meat,14,05-12-2024,4.5,0%,4.5,21,0,1,Galway TradFest
14-11-2024,PN007,Brussels Sprouts,Vegetables,20,21-11-2024,1.07,0%,1.07,7,0,1,Galway TradFest
14-11-2024,PN021,Cucumber,Vegetables,11,15-11-2024,0.89,25%,0.67,7,0,1,Galway TradFest
14-11-2024,PN025,Ham,Meat,9,24-11-2024,2.99,0%,2.99,10,0,1,Galway TradFest
14-11-2024,PN050,Yogurt,Dairy,14,29-11-2024,1.35,0%,1.35,15,0,1,Galway TradFest
14-11-2024,PN050,Yogurt,Dairy,8,29-11-2024,1.35,0%,1.35,15,0,1,Galway TradFest
13-11-2024,PN002,Bananas,Fruits,8,15-11-2024,0.28,15%,0.24,7,0,1,Galway TradFest
13-11-2024,PN015,Cheese,Dairy,10,04-12-2024,2.5,0%,2.5,21,0,1,Galway TradFest
13-11-2024,PN037,Potatoes,Vegetables,6,03-12-2024,0.46,0%,0.46,20,0,1,Galway TradFest
13-11-2024,PN049,White Wine,Beverages,6,14-11-2024,10.5,25%,7.88,730,0,1,Galway TradFest
12-11-2024,PN005,Bread,Bakery,7,17-11-2024,1.28,0%,1.28,5,0,1,Galway TradFest
12-11-2024,PN006,Breakfast Cereals,Staples,18,12-11-2025,1.29,0%,1.29,365,0,1,Galway TradFest
12-11-2024,PN009,Butter,Dairy,6,17-11-2024,3.99,0%,3.99,270,0,1,Galway TradFest
12-11-2024,PN016,Chicken Breast,Meat,14,17-11-2024,3.99,0%,3.99,5,0,1,Galway TradFest
12-11-2024,PN016,Chicken Breast,Meat,5,17-11-2024,3.99,0%,3.99,5,0,1,Galway TradFest
12-11-2024,PN018,Cinnamon,Spices,15,13-11-2024,1.0,25%,0.75,730,0,1,Galway TradFest
12-11-2024,PN030,Onions,Vegetables,2,02-12-2024,0.67,0%,0.67,20,0,1,Galway TradFest
11-11-2024,PN013,Carrots,Vegetables,12,13-11-2024,0.13,15%,0.11,14,0,1,Galway TradFest
11-11-2024,PN014,Charcoal,Non-Food,12,13-11-2024,1.75,15%,1.49,730,0,1,Galway TradFest
11-11-2024,PN032,Oranges,Fruits,2,25-11-2024,0.6,0%,0.6,14,0,1,Galway TradFest
11-11-2024,PN035,Pepper,Spices,5,25-11-2024,1.0,0%,1.0,14,0,1,Galway TradFest
11-11-2024,PN042,Smoothie,Beverages,15,21-11-2024,4.25,0%,4.25,10,0,1,Galway TradFest
11-11-2024,PN046,Strawberries,Fruits,20,15-11-2024,0.5,0%,0.5,4,0,1,Galway TradFest
31-10-2024,PN008,Burger Patties,Meat,2,31-10-2025,3.0,0%,3.0,365,0,0,Halloween
