date,product_id,product,category,quantity_sold,expiry_date,unit_price,discount,discount_price,total,shelf_life,holiday,event,temperature_min,temperature_max,temperature_mean,rain_mm,snowfall_cm
2024-10-07,PN006,Breakfast Cereals,Staples,3,07-10-2025,1.29,0%,1.29,3.87,365,0,0,16.7,10.7,0.0,0.0,0.0
2024-10-07,PN008,Burger Patties,Meat,15,07-10-2025,3.0,0%,3.0,45.0,365,0,0,16.7,10.7,0.0,0.0,0.0
2024-10-07,PN044,Sparkling Wine,Beverages,4,07-10-2025,4.5,0%,4.5,18.0,365,0,0,16.7,10.7,0.0,0.0,0.0
2024-10-07,PN050,Yogurt,Dairy,5,22-10-2024,1.35,0%,1.35,6.75,15,0,0,16.7,10.7,0.0,0.0,0.0
2024-10-07,PN016,Chicken Breast,Meat,16,12-10-2024,3.99,0%,3.99,63.84,5,0,0,16.7,10.7,0.0,0.0,0.0
2024-10-07,PN015,Cheese,Dairy,5,09-10-2024,2.5,15%,2.13,10.65,21,0,0,16.7,10.7,0.0,0.0,0.0
2024-10-06,PN024,Guinness,Beverages,7,04-05-2025,4.66,0%,4.66,32.62,210,0,1,17.4,12.0,4.3,0.0,0.0
2024-10-06,PN015,Cheese,Dairy,9,27-10-2024,2.5,0%,2.5,22.5,21,0,1,17.4,12.0,4.3,0.0,0.0
2024-10-06,PN015,Cheese,Dairy,2,27-10-2024,2.5,0%,2.5,5.0,21,0,1,17.4,12.0,4.3,0.0,0.0
2024-10-06,PN033,Oysters,Seafood,18,21-10-2024,3.99,0%,3.99,71.82,15,0,1,17.4,12.0,4.3,0.0,0.0
2024-10-06,PN025,Ham,Meat,1,16-10-2024,2.99,0%,2.99,2.99,10,0,1,17.4,12.0,4.3,0.0,0.0
2024-10-06,PN025,Ham,Meat,8,16-10-2024,2.99,0%,2.99,23.92,10,0,1,17.4,12.0,4.3,0.0,0.0
2024-10-06,PN009,Butter,Dairy,18,11-10-2024,3.99,0%,3.99,71.82,270,0,1,17.4,12.0,4.3,0.0,0.0
2024-10-06,PN016,Chicken Breast,Meat,9,11-10-2024,3.99,0%,3.99,35.91,5,0,1,17.4,12.0,4.3,0.0,0.0
2024-10-06,PN027,Lettuce,Vegetables,16,11-10-2024,1.15,0%,1.15,18.4,5,0,1,17.4,12.0,4.3,0.0,0.0
2024-10-06,PN028,Milk,Dairy,10,09-10-2024,1.25,10%,1.13,11.3,7,0,0,17.4,12.0,4.3,0.0,0.0
2024-10-06,PN003,Basmati Rice,Staples,3,08-10-2024,1.59,15%,1.35,4.05,365,0,0,17.4,12.0,4.3,0.0,0.0
2024-10-06,PN001,Apples,Fruits,13,07-10-2024,0.6,25%,0.45,5.85,10,0,1,17.4,12.0,4.3,0.0,0.0
2024-10-05,PN024,Guinness,Beverages,6,03-05-2025,4.66,0%,4.66,27.96,210,0,1,15.7,12.9,18.0,0.0,0.0
2024-10-05,PN020,Croissants,Bakery,18,04-11-2024,0.48,0%,0.48,8.64,30,0,1,15.7,12.9,18.0,0.0,0.0
2024-10-05,PN050,Yogurt,Dairy,10,20-10-2024,1.35,0%,1.35,13.5,15,0,1,15.7,12.9,18.0,0.0,0.0
2024-10-05,PN031,Orange Juice,Beverages,7,19-10-2024,2.5,0%,2.5,17.5,14,0,1,15.7,12.9,18.0,0.0,0.0
2024-10-05,PN001,Apples,Fruits,12,15-10-2024,0.6,0%,0.6,7.2,10,0,1,15.7,12.9,18.0,0.0,0.0
2024-10-05,PN025,Ham,Meat,3,15-10-2024,2.99,0%,2.99,8.97,10,0,1,15.7,12.9,18.0,0.0,0.0
2024-10-05,PN045,Spinach,Vegetables,16,15-10-2024,1.39,0%,1.39,22.24,10,0,1,15.7,12.9,18.0,0.0,0.0
2024-10-05,PN028,Milk,Dairy,4,10-10-2024,1.25,5%,1.19,4.76,7,0,1,15.7,12.9,18.0,0.0,0.0
2024-10-05,PN016,Chicken Breast,Meat,13,06-10-2024,3.99,25%,2.99,38.87,5,0,0,15.7,12.9,18.0,0.0,0.0
2024-10-05,PN041,Salmon Fillets,Seafood,18,05-10-2024,4.25,30%,2.98,53.64,4,0,0,15.7,12.9,18.0,0.0,0.0
2024-10-04,PN039,Red Wine,Beverages,1,04-10-2027,10.5,0%,10.5,10.5,1095,0,1,16.6,13.2,2.1,0.0,0.0
2024-10-04,PN008,Burger Patties,Meat,14,04-10-2025,3.0,0%,3.0,42.0,365,0,1,16.6,13.2,2.1,0.0,0.0
2024-10-04,PN019,Coffee,Beverages,6,04-10-2025,3.3,0%,3.3,19.8,365,0,1,16.6,13.2,2.1,0.0,0.0
2024-10-04,PN015,Cheese,Dairy,10,25-10-2024,2.5,0%,2.5,25.0,21,0,1,16.6,13.2,2.1,0.0,0.0
2024-10-04,PN015,Cheese,Dairy,15,25-10-2024,2.5,0%,2.5,37.5,21,0,1,16.6,13.2,2.1,0.0,0.0
2024-10-04,PN040,Salami,Meat,1,25-10-2024,1.6,0%,1.6,1.6,21,0,1,16.6,13.2,2.1,0.0,0.0
2024-10-04,PN013,Carrots,Vegetables,20,18-10-2024,0.13,0%,0.13,2.6,14,0,1,16.6,13.2,2.1,0.0,0.0
2024-10-04,PN025,Ham,Meat,14,14-10-2024,2.99,0%,2.99,41.86,10,0,1,16.6,13.2,2.1,0.0,0.0
2024-10-04,PN045,Spinach,Vegetables,20,14-10-2024,1.39,0%,1.39,27.8,10,0,1,16.6,13.2,2.1,0.0,0.0
2024-10-03,PN015,Cheese,Dairy,8,24-10-2024,2.5,0%,2.5,20.0,21,0,1,14.9,9.8,0.8,0.0,0.0
2024-10-03,PN015,Cheese,Dairy,14,24-10-2024,2.5,0%,2.5,35.0,21,0,1,14.9,9.8,0.8,0.0,0.0
2024-10-03,PN037,Potatoes,Vegetables,15,23-10-2024,0.46,0%,0.46,6.9,20,0,1,14.9,9.8,0.8,0.0,0.0
2024-10-03,PN032,Oranges,Fruits,15,17-10-2024,0.6,0%,0.6,9.0,14,0,1,14.9,9.8,0.8,0.0,0.0
2024-10-03,PN011,Cabbage,Vegetables,12,13-10-2024,1.29,0%,1.29,15.48,10,0,1,14.9,9.8,0.8,0.0,0.0
2024-10-03,PN025,Ham,Meat,3,13-10-2024,2.99,0%,2.99,8.97,10,0,1,14.9,9.8,0.8,0.0,0.0
2024-10-03,PN002,Bananas,Fruits,19,10-10-2024,0.28,0%,0.28,5.32,7,0,1,14.9,9.8,0.8,0.0,0.0
2024-10-03,PN036,Pineapple,Fruits,3,10-10-2024,1.19,0%,1.19,3.57,7,0,1,14.9,9.8,0.8,0.0,0.0
2024-10-03,PN005,Bread,Bakery,4,08-10-2024,1.28,0%,1.28,5.12,5,0,1,14.9,9.8,0.8,0.0,0.0
2024-10-02,PN018,Cinnamon,Spices,5,02-10-2026,1.0,0%,1.0,5.0,730,0,0,17.0,5.6,0.0,0.0,0.0
2024-10-02,PN018,Cinnamon,Spices,2,02-10-2026,1.0,0%,1.0,2.0,730,0,0,17.0,5.6,0.0,0.0,0.0
2024-10-02,PN017,Chocolates,Confectionery,2,02-10-2025,1.75,0%,1.75,3.5,365,0,0,17.0,5.6,0.0,0.0,0.0
2024-10-02,PN039,Red Wine,Beverages,7,28-12-2024,10.5,25%,7.88,55.16,1095,0,1,17.0,5.6,0.0,0.0,0.0
2024-10-02,PN015,Cheese,Dairy,3,23-10-2024,2.5,0%,2.5,7.5,21,0,0,17.0,5.6,0.0,0.0,0.0
2024-10-02,PN015,Cheese,Dairy,15,23-10-2024,2.5,0%,2.5,37.5,21,0,0,17.0,5.6,0.0,0.0,0.0
2024-10-02,PN015,Cheese,Dairy,3,23-10-2024,2.5,0%,2.5,7.5,21,0,0,17.0,5.6,0.0,0.0,0.0
2024-10-02,PN001,Apples,Fruits,3,12-10-2024,0.6,0%,0.6,1.8,10,0,0,17.0,5.6,0.0,0.0,0.0
2024-10-02,PN002,Bananas,Fruits,20,09-10-2024,0.28,0%,0.28,5.6,7,0,0,17.0,5.6,0.0,0.0,0.0
2024-10-02,PN028,Milk,Dairy,4,09-10-2024,1.25,0%,1.25,5.0,7,0,0,17.0,5.6,0.0,0.0,0.0
2024-10-02,PN043,Soft Drinks,Beverages,17,07-10-2024,3.4,5%,3.23,54.91,240,0,0,17.0,5.6,0.0,0.0,0.0
2024-10-02,PN014,Charcoal,Non-Food,5,04-10-2024,1.75,15%,1.49,7.45,730,0,1,17.0,5.6,0.0,0.0,0.0
2024-10-02,PN045,Spinach,Vegetables,4,04-10-2024,1.39,15%,1.18,4.72,10,0,0,17.0,5.6,0.0,0.0,0.0
2024-10-02,PN046,Strawberries,Fruits,8,03-10-2024,0.5,25%,0.38,3.04,4,0,1,17.0,5.6,0.0,0.0,0.0
2024-10-01,PN018,Cinnamon,Spices,5,01-10-2026,1.0,0%,1.0,5.0,730,0,0,17.3,9.1,0.0,0.0,0.0
2024-10-01,PN034,Pasta,Staples,5,01-10-2025,1.45,0%,1.45,7.25,365,0,0,17.3,9.1,0.0,0.0,0.0
2024-10-01,PN044,Sparkling Wine,Beverages,7,01-10-2025,4.5,0%,4.5,31.5,365,0,0,17.3,9.1,0.0,0.0,0.0
2024-10-01,PN031,Orange Juice,Beverages,4,15-10-2024,2.5,0%,2.5,10.0,14,0,0,17.3,9.1,0.0,0.0,0.0
2024-10-01,PN032,Oranges,Fruits,18,15-10-2024,0.6,0%,0.6,10.8,14,0,0,17.3,9.1,0.0,0.0,0.0
2024-10-01,PN032,Oranges,Fruits,7,15-10-2024,0.6,0%,0.6,4.2,14,0,0,17.3,9.1,0.0,0.0,0.0
2024-10-01,PN001,Apples,Fruits,4,11-10-2024,0.6,0%,0.6,2.4,10,0,0,17.3,9.1,0.0,0.0,0.0
2024-10-01,PN001,Apples,Fruits,9,11-10-2024,0.6,0%,0.6,5.4,10,0,0,17.3,9.1,0.0,0.0,0.0
2024-10-01,PN009,Butter,Dairy,14,06-10-2024,3.99,0%,3.99,55.86,270,0,0,17.3,9.1,0.0,0.0,0.0
2024-10-01,PN016,Chicken Breast,Meat,6,06-10-2024,3.99,0%,3.99,23.94,5,0,0,17.3,9.1,0.0,0.0,0.0
2024-10-01,PN040,Salami,Meat,3,02-10-2024,1.6,25%,1.2,3.6,21,0,0,17.3,9.1,0.0,0.0,0.0
2024-10-01,PN005,Bread,Bakery,11,01-10-2024,1.28,30%,0.9,9.9,5,0,0,17.3,9.1,0.0,0.0,0.0
2024-09-30,PN039,Red Wine,Beverages,5,30-09-2027,10.5,0%,10.5,52.5,1095,0,0,15.3,10.1,0.3,0.0,0.0
2024-09-30,PN017,Chocolates,Confectionery,3,30-09-2025,1.75,0%,1.75,5.25,365,0,0,15.3,10.1,0.3,0.0,0.0
2024-09-30,PN035,Pepper,Spices,1,14-10-2024,1.0,0%,1.0,1.0,14,0,0,15.3,10.1,0.3,0.0,0.0
2024-09-30,PN035,Pepper,Spices,12,14-10-2024,1.0,0%,1.0,12.0,14,0,0,15.3,10.1,0.3,0.0,0.0
2024-09-30,PN002,Bananas,Fruits,18,07-10-2024,0.28,0%,0.28,5.04,7,0,0,15.3,10.1,0.3,0.0,0.0
2024-09-30,PN021,Cucumber,Vegetables,16,07-10-2024,0.89,0%,0.89,14.24,7,0,0,15.3,10.1,0.3,0.0,0.0
2024-09-30,PN021,Cucumber,Vegetables,10,07-10-2024,0.89,0%,0.89,8.9,7,0,0,15.3,10.1,0.3,0.0,0.0
2024-09-30,PN005,Bread,Bakery,3,05-10-2024,1.28,0%,1.28,3.84,5,0,0,15.3,10.1,0.3,0.0,0.0
2024-09-30,PN046,Strawberries,Fruits,4,04-10-2024,0.5,0%,0.5,2.0,4,0,0,15.3,10.1,0.3,0.0,0.0
2024-09-30,PN026,Lamb,Meat,4,03-10-2024,5.0,0%,5.0,20.0,3,0,0,15.3,10.1,0.3,0.0,0.0
2024-09-30,PN026,Lamb,Meat,10,03-10-2024,5.0,0%,5.0,50.0,3,0,0,15.3,10.1,0.3,0.0,0.0
2024-09-30,PN028,Milk,Dairy,9,03-10-2024,1.25,10%,1.13,10.17,7,0,0,15.3,10.1,0.3,0.0,0.0
2024-09-30,PN005,Bread,Bakery,18,01-10-2024,1.28,25%,0.96,17.28,5,0,0,15.3,10.1,0.3,0.0,0.0
2024-09-29,PN012,Canned Soup,Staples,13,29-09-2026,2.13,0%,2.13,27.69,730,0,1,12.1,9.3,6.6,0.0,0.0
2024-09-29,PN006,Breakfast Cereals,Staples,2,29-09-2025,1.29,0%,1.29,2.58,365,0,1,12.1,9.3,6.6,0.0,0.0
2024-09-29,PN022,Easter Eggs,Confectionery,14,29-09-2025,1.2,0%,1.2,16.8,365,0,1,12.1,9.3,6.6,0.0,0.0
2024-09-29,PN040,Salami,Meat,9,20-10-2024,1.6,0%,1.6,14.4,21,0,1,12.1,9.3,6.6,0.0,0.0
2024-09-29,PN050,Yogurt,Dairy,7,14-10-2024,1.35,0%,1.35,9.45,15,0,1,12.1,9.3,6.6,0.0,0.0
2024-09-29,PN037,Potatoes,Vegetables,11,04-10-2024,0.46,5%,0.44,4.84,20,0,0,12.1,9.3,6.6,0.0,0.0
2024-09-29,PN021,Cucumber,Vegetables,1,30-09-2024,0.89,25%,0.67,0.67,7,0,0,12.1,9.3,6.6,0.0,0.0
2024-09-29,PN007,Brussels Sprouts,Vegetables,7,29-09-2024,1.07,30%,0.75,5.25,7,0,0,12.1,9.3,6.6,0.0,0.0
2024-09-28,PN039,Red Wine,Beverages,2,28-09-2027,10.5,0%,10.5,21.0,1095,0,1,13.2,7.4,0.0,0.0,0.0
2024-09-28,PN018,Cinnamon,Spices,10,28-09-2026,1.0,0%,1.0,10.0,730,0,1,13.2,7.4,0.0,0.0,0.0
2024-09-28,PN019,Coffee,Beverages,4,28-09-2025,3.3,0%,3.3,13.2,365,0,1,13.2,7.4,0.0,0.0,0.0
2024-09-28,PN021,Cucumber,Vegetables,2,05-10-2024,0.89,0%,0.89,1.78,7,0,1,13.2,7.4,0.0,0.0,0.0
2024-09-27,PN006,Breakfast Cereals,Staples,7,27-09-2025,1.29,0%,1.29,9.03,365,0,1,12.3,7.4,0.2,0.0,0.0
2024-09-27,PN025,Ham,Meat,8,07-10-2024,2.99,0%,2.99,23.92,10,0,1,12.3,7.4,0.2,0.0,0.0
2024-09-27,PN028,Milk,Dairy,14,04-10-2024,1.25,0%,1.25,17.5,7,0,1,12.3,7.4,0.2,0.0,0.0
2024-09-27,PN047,Tomatoes,Vegetables,9,04-10-2024,0.8,0%,0.8,7.2,7,0,1,12.3,7.4,0.2,0.0,0.0
2024-09-27,PN005,Bread,Bakery,8,02-10-2024,1.28,0%,1.28,10.24,5,0,1,12.3,7.4,0.2,0.0,0.0
2024-09-27,PN017,Chocolates,Confectionery,14,02-10-2024,1.75,5%,1.66,23.24,365,0,0,12.3,7.4,0.2,0.0,0.0
2024-09-27,PN024,Guinness,Beverages,5,02-10-2024,4.66,5%,4.43,22.15,210,0,0,12.3,7.4,0.2,0.0,0.0
2024-09-27,PN047,Tomatoes,Vegetables,15,28-09-2024,0.8,25%,0.6,9.0,7,0,0,12.3,7.4,0.2,0.0,0.0
2024-09-26,PN008,Burger Patties,Meat,8,26-09-2025,3.0,0%,3.0,24.0,365,0,0,9.8,7.8,10.3,0.0,0.0
2024-09-26,PN031,Orange Juice,Beverages,6,10-10-2024,2.5,0%,2.5,15.0,14,0,0,9.8,7.8,10.3,0.0,0.0
2024-09-26,PN042,Smoothie,Beverages,2,06-10-2024,4.25,0%,4.25,8.5,10,0,0,9.8,7.8,10.3,0.0,0.0
2024-09-26,PN045,Spinach,Vegetables,17,06-10-2024,1.39,0%,1.39,23.63,10,0,0,9.8,7.8,10.3,0.0,0.0
2024-09-26,PN028,Milk,Dairy,6,03-10-2024,1.25,0%,1.25,7.5,7,0,0,9.8,7.8,10.3,0.0,0.0
2024-09-26,PN016,Chicken Breast,Meat,12,01-10-2024,3.99,0%,3.99,47.88,5,0,0,9.8,7.8,10.3,0.0,0.0
2024-09-26,PN016,Chicken Breast,Meat,17,01-10-2024,3.99,0%,3.99,67.83,5,0,0,9.8,7.8,10.3,0.0,0.0
2024-09-26,PN038,Pumpkin,Vegetables,18,30-09-2024,3.45,0%,3.45,62.1,4,0,0,9.8,7.8,10.3,0.0,0.0
2024-09-26,PN046,Strawberries,Fruits,4,26-09-2024,0.5,30%,0.35,1.4,4,0,0,9.8,7.8,10.3,0.0,0.0
2024-09-25,PN008,Burger Patties,Meat,17,25-09-2025,3.0,0%,3.0,51.0,365,0,0,11.0,8.3,0.9,0.0,0.0
2024-09-25,PN022,Easter Eggs,Confectionery,13,25-09-2025,1.2,0%,1.2,15.6,365,0,0,11.0,8.3,0.9,0.0,0.0
2024-09-25,PN022,Easter Eggs,Confectionery,10,25-09-2025,1.2,0%,1.2,12.0,365,0,0,11.0,8.3,0.9,0.0,0.0
2024-09-25,PN034,Pasta,Staples,12,25-09-2025,1.45,0%,1.45,17.4,365,0,0,11.0,8.3,0.9,0.0,0.0
2024-09-25,PN030,Onions,Vegetables,5,15-10-2024,0.67,0%,0.67,3.35,20,0,0,11.0,8.3,0.9,0.0,0.0
2024-09-25,PN027,Lettuce,Vegetables,18,30-09-2024,1.15,0%,1.15,20.7,5,0,0,11.0,8.3,0.9,0.0,0.0
2024-09-25,PN027,Lettuce,Vegetables,19,30-09-2024,1.15,0%,1.15,21.85,5,0,0,11.0,8.3,0.9,0.0,0.0
2024-09-25,PN047,Tomatoes,Vegetables,15,25-09-2024,0.8,30%,0.56,8.4,7,0,0,11.0,8.3,0.9,0.0,0.0
2024-09-24,PN021,Cucumber,Vegetables,18,01-10-2024,0.89,0%,0.89,16.02,7,0,0,16.0,10.4,0.0,0.0,0.0
2024-09-24,PN019,Coffee,Beverages,14,27-09-2024,3.3,10%,2.97,41.58,365,0,1,16.0,10.4,0.0,0.0,0.0
2024-09-24,PN026,Lamb,Meat,4,27-09-2024,5.0,0%,5.0,20.0,3,0,0,16.0,10.4,0.0,0.0,0.0
2024-09-24,PN005,Bread,Bakery,12,25-09-2024,1.28,25%,0.96,11.52,5,0,0,16.0,10.4,0.0,0.0,0.0
2024-09-23,PN018,Cinnamon,Spices,17,23-09-2026,1.0,0%,1.0,17.0,730,0,0,15.8,12.0,0.0,0.0,0.0
2024-09-23,PN034,Pasta,Staples,1,23-09-2025,1.45,0%,1.45,1.45,365,0,0,15.8,12.0,0.0,0.0,0.0
2024-09-23,PN015,Cheese,Dairy,11,14-10-2024,2.5,0%,2.5,27.5,21,0,0,15.8,12.0,0.0,0.0,0.0
2024-09-23,PN036,Pineapple,Fruits,19,30-09-2024,1.19,0%,1.19,22.61,7,0,0,15.8,12.0,0.0,0.0,0.0
2024-09-23,PN006,Breakfast Cereals,Staples,5,28-09-2024,1.29,5%,1.23,6.15,365,0,1,15.8,12.0,0.0,0.0,0.0
2024-09-23,PN027,Lettuce,Vegetables,3,28-09-2024,1.15,0%,1.15,3.45,5,0,0,15.8,12.0,0.0,0.0,0.0
2024-09-23,PN018,Cinnamon,Spices,3,26-09-2024,1.0,10%,0.9,2.7,730,0,0,15.8,12.0,0.0,0.0,0.0
2024-09-23,PN026,Lamb,Meat,17,26-09-2024,5.0,0%,5.0,85.0,3,0,0,15.8,12.0,0.0,0.0,0.0
2024-09-23,PN016,Chicken Breast,Meat,17,24-09-2024,3.99,25%,2.99,50.83,5,0,0,15.8,12.0,0.0,0.0,0.0
2024-09-23,PN027,Lettuce,Vegetables,5,24-09-2024,1.15,25%,0.86,4.3,5,0,0,15.8,12.0,0.0,0.0,0.0
2024-09-22,PN014,Charcoal,Non-Food,1,22-09-2026,1.75,0%,1.75,1.75,730,0,0,16.4,13.2,0.6,0.0,0.0
2024-09-22,PN049,White Wine,Beverages,8,22-09-2026,10.5,0%,10.5,84.0,730,0,0,16.4,13.2,0.6,0.0,0.0
2024-09-22,PN023,Eggs,Dairy,14,13-10-2024,0.21,0%,0.21,2.94,21,0,0,16.4,13.2,0.6,0.0,0.0
2024-09-22,PN036,Pineapple,Fruits,2,29-09-2024,1.19,0%,1.19,2.38,7,0,0,16.4,13.2,0.6,0.0,0.0
2024-09-22,PN018,Cinnamon,Spices,7,27-09-2024,1.0,5%,0.95,6.65,730,0,1,16.4,13.2,0.6,0.0,0.0
2024-09-22,PN043,Soft Drinks,Beverages,11,27-09-2024,3.4,5%,3.23,35.53,240,0,0,16.4,13.2,0.6,0.0,0.0
2024-09-22,PN041,Salmon Fillets,Seafood,14,26-09-2024,4.25,0%,4.25,59.5,4,0,0,16.4,13.2,0.6,0.0,0.0
2024-09-22,PN050,Yogurt,Dairy,5,25-09-2024,1.35,10%,1.22,6.1,15,0,0,16.4,13.2,0.6,0.0,0.0
2024-09-22,PN019,Coffee,Beverages,16,22-09-2024,3.3,30%,2.31,36.96,365,0,0,16.4,13.2,0.6,0.0,0.0
2024-09-21,PN018,Cinnamon,Spices,3,21-09-2026,1.0,0%,1.0,3.0,730,0,0,19.2,9.9,0.0,0.0,0.0
2024-09-21,PN008,Burger Patties,Meat,16,21-09-2025,3.0,0%,3.0,48.0,365,0,0,19.2,9.9,0.0,0.0,0.0
2024-09-21,PN033,Oysters,Seafood,7,06-10-2024,3.99,0%,3.99,27.93,15,0,0,19.2,9.9,0.0,0.0,0.0
2024-09-21,PN035,Pepper,Spices,16,05-10-2024,1.0,0%,1.0,16.0,14,0,0,19.2,9.9,0.0,0.0,0.0
2024-09-21,PN048,Turkey,Meat,13,05-10-2024,1.99,0%,1.99,25.87,14,0,0,19.2,9.9,0.0,0.0,0.0
2024-09-21,PN045,Spinach,Vegetables,6,01-10-2024,1.39,0%,1.39,8.34,10,0,0,19.2,9.9,0.0,0.0,0.0
2024-09-21,PN016,Chicken Breast,Meat,8,26-09-2024,3.99,0%,3.99,31.92,5,0,0,19.2,9.9,0.0,0.0,0.0
2024-09-21,PN038,Pumpkin,Vegetables,2,25-09-2024,3.45,0%,3.45,6.9,4,0,0,19.2,9.9,0.0,0.0,0.0
2024-09-21,PN038,Pumpkin,Vegetables,3,25-09-2024,3.45,0%,3.45,10.35,4,0,0,19.2,9.9,0.0,0.0,0.0
2024-09-20,PN030,Onions,Vegetables,15,10-10-2024,0.67,0%,0.67,10.05,20,0,0,21.9,9.8,0.0,0.0,0.0
2024-09-20,PN001,Apples,Fruits,7,30-09-2024,0.6,0%,0.6,4.2,10,0,0,21.9,9.8,0.0,0.0,0.0
2024-09-20,PN021,Cucumber,Vegetables,10,27-09-2024,0.89,0%,0.89,8.9,7,0,0,21.9,9.8,0.0,0.0,0.0
2024-09-20,PN028,Milk,Dairy,17,27-09-2024,1.25,0%,1.25,21.25,7,0,0,21.9,9.8,0.0,0.0,0.0
2024-09-20,PN027,Lettuce,Vegetables,3,25-09-2024,1.15,0%,1.15,3.45,5,0,0,21.9,9.8,0.0,0.0,0.0
2024-09-20,PN012,Canned Soup,Staples,2,22-09-2024,2.13,15%,1.81,3.62,730,0,0,21.9,9.8,0.0,0.0,0.0
2024-09-20,PN032,Oranges,Fruits,2,22-09-2024,0.6,15%,0.51,1.02,14,0,0,21.9,9.8,0.0,0.0,0.0
2024-09-20,PN037,Potatoes,Vegetables,8,21-09-2024,0.46,25%,0.35,2.8,20,0,0,21.9,9.8,0.0,0.0,0.0
2024-09-19,PN044,Sparkling Wine,Beverages,12,19-09-2025,4.5,0%,4.5,54.0,365,0,0,23.2,9.5,0.0,0.0,0.0
2024-09-19,PN024,Guinness,Beverages,16,17-04-2025,4.66,0%,4.66,74.56,210,0,0,23.2,9.5,0.0,0.0,0.0
2024-09-19,PN011,Cabbage,Vegetables,19,29-09-2024,1.29,0%,1.29,24.51,10,0,0,23.2,9.5,0.0,0.0,0.0
2024-09-19,PN009,Butter,Dairy,3,24-09-2024,3.99,0%,3.99,11.97,270,0,0,23.2,9.5,0.0,0.0,0.0
2024-09-19,PN025,Ham,Meat,2,24-09-2024,2.99,5%,2.84,5.68,10,0,0,23.2,9.5,0.0,0.0,0.0
2024-09-18,PN014,Charcoal,Non-Food,20,18-09-2026,1.75,0%,1.75,35.0,730,0,0,21.6,10.3,0.0,0.0,0.0
2024-09-18,PN037,Potatoes,Vegetables,13,08-10-2024,0.46,0%,0.46,5.98,20,0,0,21.6,10.3,0.0,0.0,0.0
2024-09-18,PN033,Oysters,Seafood,1,03-10-2024,3.99,0%,3.99,3.99,15,0,0,21.6,10.3,0.0,0.0,0.0
2024-09-18,PN013,Carrots,Vegetables,4,02-10-2024,0.13,0%,0.13,0.52,14,0,0,21.6,10.3,0.0,0.0,0.0
2024-09-18,PN025,Ham,Meat,2,28-09-2024,2.99,0%,2.99,5.98,10,0,0,21.6,10.3,0.0,0.0,0.0
2024-09-18,PN045,Spinach,Vegetables,10,28-09-2024,1.39,0%,1.39,13.9,10,0,0,21.6,10.3,0.0,0.0,0.0
2024-09-18,PN044,Sparkling Wine,Beverages,19,21-09-2024,4.5,10%,4.05,76.95,365,0,0,21.6,10.3,0.0,0.0,0.0
2024-09-18,PN026,Lamb,Meat,16,18-09-2024,5.0,30%,3.5,56.0,3,0,0,21.6,10.3,0.0,0.0,0.0
2024-09-18,PN047,Tomatoes,Vegetables,6,18-09-2024,0.8,30%,0.56,3.36,7,0,0,21.6,10.3,0.0,0.0,0.0
2024-09-17,PN017,Chocolates,Confectionery,2,17-09-2025,1.75,0%,1.75,3.5,365,0,0,22.1,12.5,0.0,0.0,0.0
2024-09-17,PN035,Pepper,Spices,13,01-10-2024,1.0,0%,1.0,13.0,14,0,0,22.1,12.5,0.0,0.0,0.0
2024-09-17,PN001,Apples,Fruits,3,27-09-2024,0.6,0%,0.6,1.8,10,0,0,22.1,12.5,0.0,0.0,0.0
2024-09-17,PN026,Lamb,Meat,14,20-09-2024,5.0,0%,5.0,70.0,3,0,0,22.1,12.5,0.0,0.0,0.0
2024-09-17,PN031,Orange Juice,Beverages,2,17-09-2024,2.5,30%,1.75,3.5,14,0,0,22.1,12.5,0.0,0.0,0.0
2024-09-16,PN022,Easter Eggs,Confectionery,19,16-09-2025,1.2,0%,1.2,22.8,365,0,0,20.1,11.2,0.0,0.0,0.0
2024-09-16,PN020,Croissants,Bakery,13,16-10-2024,0.48,0%,0.48,6.24,30,0,0,20.1,11.2,0.0,0.0,0.0
2024-09-16,PN004,Beef,Meat,12,07-10-2024,4.5,0%,4.5,54.0,21,0,0,20.1,11.2,0.0,0.0,0.0
2024-09-16,PN025,Ham,Meat,2,26-09-2024,2.99,0%,2.99,5.98,10,0,0,20.1,11.2,0.0,0.0,0.0
2024-09-16,PN025,Ham,Meat,20,26-09-2024,2.99,0%,2.99,59.8,10,0,0,20.1,11.2,0.0,0.0,0.0
2024-09-16,PN028,Milk,Dairy,12,23-09-2024,1.25,0%,1.25,15.0,7,0,0,20.1,11.2,0.0,0.0,0.0
2024-09-16,PN016,Chicken Breast,Meat,3,21-09-2024,3.99,0%,3.99,11.97,5,0,0,20.1,11.2,0.0,0.0,0.0
2024-09-16,PN010,Butter Croissant,Bakery,11,19-09-2024,1.5,0%,1.5,16.5,3,0,0,20.1,11.2,0.0,0.0,0.0
2024-09-15,PN019,Coffee,Beverages,12,15-09-2025,3.3,0%,3.3,39.6,365,0,0,18.2,11.5,0.1,0.0,0.0
2024-09-15,PN044,Sparkling Wine,Beverages,9,15-09-2025,4.5,0%,4.5,40.5,365,0,0,18.2,11.5,0.1,0.0,0.0
2024-09-15,PN015,Cheese,Dairy,18,06-10-2024,2.5,0%,2.5,45.0,21,0,0,18.2,11.5,0.1,0.0,0.0
2024-09-15,PN015,Cheese,Dairy,14,06-10-2024,2.5,0%,2.5,35.0,21,0,0,18.2,11.5,0.1,0.0,0.0
