product,category,expiry_date,shelf_life,remaining_shelf_life,total_quantity,waste_product_quantity,event,date
Chicken Breast,Meat,05-05-2024,5,5,11,0,0,30-04-2024
Salami,Meat,05-05-2024,21,21,19,0,0,14-04-2024
Turkey,Meat,05-05-2024,14,14,18,0,1,21-04-2024
Butter Croissant,Bakery,06-05-2024,3,3,9,0,0,03-05-2024
Croissants,Bakery,06-05-2024,30,30,3,0,0,06-04-2024
Cheese,Dairy,06-05-2024,21,21,11,0,1,15-04-2024
Eggs,Dairy,06-05-2024,21,21,32,17,1,15-04-2024
Eggs,Dairy,06-05-2024,21,21,32,15,1,15-04-2024
Turkey,Meat,06-05-2024,14,14,15,0,0,22-04-2024
Oysters,Seafood,06-05-2024,15,0,2,0,0,06-05-2024
Salmon Fillets,Seafood,06-05-2024,4,4,6,0,0,02-05-2024
Cheese,Dairy,07-05-2024,21,2,4,0,0,05-05-2024
Milk,Dairy,07-05-2024,7,7,1,0,0,30-04-2024
Yogurt,Dairy,07-05-2024,15,0,19,0,0,07-05-2024
Oranges,Fruits,07-05-2024,14,5,15,0,0,02-05-2024
Oysters,Seafood,07-05-2024,15,15,5,0,0,22-04-2024
Cucumber,Vegetables,07-05-2024,7,7,19,0,0,30-04-2024
Potatoes,Vegetables,07-05-2024,20,20,9,0,1,17-04-2024
Potatoes,Vegetables,07-05-2024,20,20,9,2,1,17-04-2024
Bread,Bakery,08-05-2024,5,5,9,0,0,03-05-2024
Butter,Dairy,08-05-2024,270,5,25,10,0,03-05-2024
Butter,Dairy,08-05-2024,270,5,25,15,0,03-05-2024
Cheese,Dairy,08-05-2024,21,21,13,8,1,17-04-2024
Cheese,Dairy,08-05-2024,21,21,13,5,1,17-04-2024
Bananas,Fruits,08-05-2024,7,1,11,0,0,07-05-2024
Chicken Breast,Meat,08-05-2024,5,1,14,0,0,07-05-2024
Charcoal,Non-Food,08-05-2024,730,2,11,0,0,06-05-2024
Oysters,Seafood,08-05-2024,15,15,2,0,0,23-04-2024
Brussels Sprouts,Vegetables,08-05-2024,7,7,20,0,0,01-05-2024
Spinach,Vegetables,08-05-2024,10,1,11,0,0,07-05-2024
Bread,Bakery,09-05-2024,5,5,19,0,0,04-05-2024
Bread,Bakery,09-05-2024,5,5,19,2,0,04-05-2024
Bread,Bakery,09-05-2024,5,5,19,2,0,04-05-2024
Croissants,Bakery,09-05-2024,30,30,12,0,0,09-04-2024
Salami,Meat,09-05-2024,21,21,10,0,1,18-04-2024
Coffee,Beverages,10-05-2024,365,1,7,0,0,09-05-2024
Oranges,Fruits,10-05-2024,14,0,16,0,0,10-05-2024
Ham,Meat,10-05-2024,10,3,1,0,0,07-05-2024
Turkey,Meat,10-05-2024,14,14,5,0,0,26-04-2024
Pepper,Spices,10-05-2024,14,14,5,0,0,26-04-2024
Cabbage,Vegetables,10-05-2024,10,10,15,0,0,30-04-2024
Carrots,Vegetables,10-05-2024,14,14,10,0,0,26-04-2024
Cucumber,Vegetables,10-05-2024,7,0,5,0,0,10-05-2024
Potatoes,Vegetables,10-05-2024,20,5,9,0,0,05-05-2024
Tomatoes,Vegetables,10-05-2024,7,7,3,0,0,03-05-2024
Cheese,Dairy,11-05-2024,21,21,10,0,1,20-04-2024
Eggs,Dairy,11-05-2024,21,21,19,0,1,20-04-2024
Eggs,Dairy,11-05-2024,21,21,19,1,1,20-04-2024
Oysters,Seafood,11-05-2024,15,1,17,0,0,10-05-2024
Pasta,Staples,11-05-2024,365,5,2,0,0,06-05-2024
Pumpkin,Vegetables,11-05-2024,4,4,8,0,0,07-05-2024
Pumpkin,Vegetables,11-05-2024,4,4,8,1,0,07-05-2024
Coffee,Beverages,12-05-2024,365,2,9,0,0,10-05-2024
Smoothie,Beverages,12-05-2024,10,10,7,0,0,02-05-2024
Apples,Fruits,12-05-2024,10,0,20,0,0,12-05-2024
Strawberries,Fruits,12-05-2024,4,4,3,0,0,08-05-2024
Beef,Meat,12-05-2024,21,3,5,0,0,09-05-2024
Cabbage,Vegetables,12-05-2024,10,10,32,14,0,02-05-2024
Cabbage,Vegetables,12-05-2024,10,10,32,18,0,02-05-2024
Potatoes,Vegetables,12-05-2024,20,20,9,0,0,22-04-2024
Tomatoes,Vegetables,12-05-2024,7,7,11,0,0,05-05-2024
Tomatoes,Vegetables,12-05-2024,7,7,11,2,0,05-05-2024
Ham,Meat,13-05-2024,10,10,18,0,0,03-05-2024
Lamb,Meat,13-05-2024,3,3,15,0,0,10-05-2024
Turkey,Meat,13-05-2024,14,14,10,0,0,29-04-2024
Charcoal,Non-Food,13-05-2024,730,2,13,0,0,11-05-2024
Brussels Sprouts,Vegetables,13-05-2024,7,7,11,0,0,06-05-2024
Carrots,Vegetables,13-05-2024,14,14,9,0,0,29-04-2024
Orange Juice,Beverages,14-05-2024,14,5,1,0,0,09-05-2024
Strawberries,Fruits,14-05-2024,4,4,4,0,0,10-05-2024
Ham,Meat,14-05-2024,10,10,17,0,0,04-05-2024
Oysters,Seafood,14-05-2024,15,15,8,0,0,29-04-2024
Salmon Fillets,Seafood,14-05-2024,4,0,16,0,0,14-05-2024
Carrots,Vegetables,14-05-2024,14,3,7,0,0,11-05-2024
Onions,Vegetables,14-05-2024,20,20,18,4,0,24-04-2024
Onions,Vegetables,14-05-2024,20,20,18,12,0,24-04-2024
Onions,Vegetables,14-05-2024,20,20,18,2,0,24-04-2024
Eggs,Dairy,15-05-2024,21,21,17,0,0,24-04-2024
Eggs,Dairy,15-05-2024,21,21,17,5,0,24-04-2024
Bananas,Fruits,15-05-2024,7,7,5,0,0,08-05-2024
Brussels Sprouts,Vegetables,15-05-2024,7,7,3,0,0,08-05-2024
Brussels Sprouts,Vegetables,15-05-2024,7,7,3,2,0,08-05-2024
Onions,Vegetables,15-05-2024,20,1,8,0,0,14-05-2024
Tomatoes,Vegetables,15-05-2024,7,7,13,5,0,08-05-2024
Tomatoes,Vegetables,15-05-2024,7,7,13,8,0,08-05-2024
Beef,Meat,16-05-2024,21,21,4,0,0,25-04-2024
Ham,Meat,16-05-2024,10,10,18,2,0,06-05-2024
Ham,Meat,16-05-2024,10,10,18,16,0,06-05-2024
Ham,Meat,16-05-2024,10,10,18,5,0,06-05-2024
Bread,Bakery,17-05-2024,5,5,20,0,0,12-05-2024
Orange Juice,Beverages,17-05-2024,14,14,2,0,0,03-05-2024
Smoothie,Beverages,17-05-2024,10,10,14,0,0,07-05-2024
Chicken Breast,Meat,17-05-2024,5,5,9,0,0,12-05-2024
Lamb,Meat,17-05-2024,3,3,14,0,0,14-05-2024
Lettuce,Vegetables,17-05-2024,5,5,15,0,0,12-05-2024
Potatoes,Vegetables,17-05-2024,20,20,15,0,0,27-04-2024
Orange Juice,Beverages,18-05-2024,14,14,11,8,0,04-05-2024
Orange Juice,Beverages,18-05-2024,14,14,11,3,0,04-05-2024
Smoothie,Beverages,18-05-2024,10,10,9,0,0,08-05-2024
Lamb,Meat,18-05-2024,3,3,3,0,0,15-05-2024
Lettuce,Vegetables,18-05-2024,5,5,19,0,0,13-05-2024
Milk,Dairy,19-05-2024,7,7,5,0,0,12-05-2024
Yogurt,Dairy,19-05-2024,15,15,20,0,0,04-05-2024
Strawberries,Fruits,19-05-2024,4,0,19,0,0,19-05-2024
Oysters,Seafood,19-05-2024,15,15,20,0,0,04-05-2024
Oysters,Seafood,19-05-2024,15,15,20,3,0,04-05-2024
Cucumber,Vegetables,19-05-2024,7,7,18,0,0,12-05-2024
Onions,Vegetables,19-05-2024,20,20,1,0,0,29-04-2024
Bread,Bakery,20-05-2024,5,5,6,0,0,15-05-2024
Mussels,Seafood,20-05-2024,15,5,19,0,0,15-05-2024
Oysters,Seafood,20-05-2024,15,1,27,9,0,19-05-2024
Oysters,Seafood,20-05-2024,15,1,27,18,0,19-05-2024
Oysters,Seafood,20-05-2024,15,3,27,9,0,17-05-2024
Oysters,Seafood,20-05-2024,15,3,27,18,0,17-05-2024
Bread,Bakery,21-05-2024,5,5,3,0,0,16-05-2024
Croissants,Bakery,21-05-2024,30,30,20,0,1,21-04-2024
Yogurt,Dairy,21-05-2024,15,5,1,0,0,16-05-2024
Oranges,Fruits,21-05-2024,14,14,7,0,0,07-05-2024
Potatoes,Vegetables,21-05-2024,20,0,6,0,0,21-05-2024
Croissants,Bakery,22-05-2024,30,30,17,0,0,22-04-2024
Cheese,Dairy,22-05-2024,21,21,11,0,0,01-05-2024
Eggs,Dairy,22-05-2024,21,0,27,20,0,22-05-2024
Eggs,Dairy,22-05-2024,21,0,27,7,0,22-05-2024
Eggs,Dairy,22-05-2024,21,21,27,20,0,01-05-2024
Eggs,Dairy,22-05-2024,21,21,27,7,0,01-05-2024
Salmon Fillets,Seafood,22-05-2024,4,4,8,0,0,18-05-2024
Brussels Sprouts,Vegetables,22-05-2024,7,1,10,0,0,21-05-2024
Brussels Sprouts,Vegetables,22-05-2024,7,1,10,4,0,21-05-2024
Lettuce,Vegetables,22-05-2024,5,5,11,0,0,17-05-2024
Orange Juice,Beverages,23-05-2024,14,14,17,0,0,09-05-2024
Charcoal,Non-Food,23-05-2024,730,1,9,0,0,22-05-2024
Cinnamon,Spices,23-05-2024,730,5,19,0,0,18-05-2024
Spinach,Vegetables,23-05-2024,10,1,12,0,0,22-05-2024
Soft Drinks,Beverages,24-05-2024,240,0,1,0,0,24-05-2024
Butter,Dairy,24-05-2024,270,5,6,0,0,19-05-2024
Eggs,Dairy,24-05-2024,21,21,1,0,0,03-05-2024
Milk,Dairy,24-05-2024,7,0,10,0,0,24-05-2024
Cheese,Dairy,25-05-2024,21,21,9,0,0,04-05-2024
Chicken Breast,Meat,25-05-2024,5,0,24,5,0,25-05-2024
Chicken Breast,Meat,25-05-2024,5,0,24,19,0,25-05-2024
Chicken Breast,Meat,25-05-2024,5,1,24,5,0,24-05-2024
Chicken Breast,Meat,25-05-2024,5,1,24,19,0,24-05-2024
Lamb,Meat,25-05-2024,3,3,2,0,0,22-05-2024
Tomatoes,Vegetables,25-05-2024,7,7,15,0,0,18-05-2024
Butter Croissant,Bakery,26-05-2024,3,3,16,0,0,23-05-2024
Smoothie,Beverages,26-05-2024,10,10,19,0,0,16-05-2024
Chocolates,Confectionery,26-05-2024,365,2,7,0,0,24-05-2024
Salami,Meat,26-05-2024,21,21,13,0,0,05-05-2024
Breakfast Cereals,Staples,26-05-2024,365,0,22,5,0,26-05-2024
Breakfast Cereals,Staples,26-05-2024,365,0,22,17,0,26-05-2024
Breakfast Cereals,Staples,26-05-2024,365,5,22,5,0,21-05-2024
Breakfast Cereals,Staples,26-05-2024,365,5,22,17,0,21-05-2024
Potatoes,Vegetables,26-05-2024,20,20,4,0,0,06-05-2024
Spinach,Vegetables,26-05-2024,10,10,8,0,0,16-05-2024
Orange Juice,Beverages,27-05-2024,14,14,1,0,0,13-05-2024
Sparkling Wine,Beverages,27-05-2024,365,5,4,0,0,22-05-2024
Eggs,Dairy,27-05-2024,21,21,8,0,0,06-05-2024
Pineapple,Fruits,27-05-2024,7,1,20,0,0,26-05-2024
Pepper,Spices,27-05-2024,14,14,18,0,0,13-05-2024
Brussels Sprouts,Vegetables,27-05-2024,7,7,6,0,0,20-05-2024
Bread,Bakery,28-05-2024,5,5,11,0,0,23-05-2024
Orange Juice,Beverages,28-05-2024,14,0,2,0,0,28-05-2024
Ham,Meat,28-05-2024,10,10,14,0,0,18-05-2024
Turkey,Meat,28-05-2024,14,14,5,0,0,14-05-2024
Salmon Fillets,Seafood,28-05-2024,4,4,14,0,0,24-05-2024
Brussels Sprouts,Vegetables,28-05-2024,7,7,8,0,0,21-05-2024
Salmon Fillets,Seafood,29-05-2024,4,4,17,0,0,25-05-2024
Cucumber,Vegetables,29-05-2024,7,7,5,0,0,22-05-2024
Potatoes,Vegetables,29-05-2024,20,3,9,0,0,26-05-2024
Tomatoes,Vegetables,29-05-2024,7,7,14,7,0,22-05-2024
Tomatoes,Vegetables,29-05-2024,7,7,14,7,0,22-05-2024
Bananas,Fruits,30-05-2024,7,7,7,0,0,23-05-2024
Turkey,Meat,30-05-2024,14,14,6,0,0,16-05-2024
Oysters,Seafood,30-05-2024,15,15,20,0,0,15-05-2024
Brussels Sprouts,Vegetables,30-05-2024,7,7,14,0,0,23-05-2024
Lettuce,Vegetables,30-05-2024,5,5,10,0,0,25-05-2024
Sparkling Wine,Beverages,31-05-2024,365,5,10,0,0,26-05-2024
Carrots,Vegetables,31-05-2024,14,14,11,0,0,17-05-2024
Spinach,Vegetables,31-05-2024,10,2,2,0,0,29-05-2024
Eggs,Dairy,01-06-2024,21,21,4,0,0,11-05-2024
Strawberries,Fruits,01-06-2024,4,0,20,0,0,01-06-2024
Cucumber,Vegetables,01-06-2024,7,7,20,0,0,25-05-2024
Bread,Bakery,02-06-2024,5,1,37,17,0,01-06-2024
Bread,Bakery,02-06-2024,5,1,37,20,0,01-06-2024
Bread,Bakery,02-06-2024,5,5,37,17,0,28-05-2024
Bread,Bakery,02-06-2024,5,5,37,20,0,28-05-2024
Orange Juice,Beverages,02-06-2024,14,2,18,14,0,31-05-2024
Orange Juice,Beverages,02-06-2024,14,2,18,4,0,31-05-2024
Orange Juice,Beverages,02-06-2024,14,14,18,14,0,19-05-2024
Orange Juice,Beverages,02-06-2024,14,14,18,4,0,19-05-2024
Red Wine,Beverages,02-06-2024,1095,3,5,0,0,30-05-2024
Smoothie,Beverages,02-06-2024,10,10,1,0,0,23-05-2024
Cheese,Dairy,02-06-2024,21,21,8,0,0,12-05-2024
Apples,Fruits,02-06-2024,10,10,18,0,0,23-05-2024
Lamb,Meat,02-06-2024,3,3,13,0,0,30-05-2024
Cabbage,Vegetables,02-06-2024,10,10,16,0,0,23-05-2024
Onions,Vegetables,02-06-2024,20,20,15,0,0,13-05-2024
Croissants,Bakery,03-06-2024,30,30,3,0,0,04-05-2024
Butter,Dairy,03-06-2024,270,5,16,0,0,29-05-2024
Chicken Breast,Meat,03-06-2024,5,1,3,0,0,02-06-2024
Chicken Breast,Meat,03-06-2024,5,1,3,0,0,02-06-2024
Chicken Breast,Meat,03-06-2024,5,1,3,1,0,02-06-2024
Carrots,Vegetables,03-06-2024,14,14,6,0,0,20-05-2024
Carrots,Vegetables,03-06-2024,14,14,6,4,0,20-05-2024
Cucumber,Vegetables,03-06-2024,7,7,16,0,0,27-05-2024
Cucumber,Vegetables,03-06-2024,7,7,16,1,0,27-05-2024
Tomatoes,Vegetables,03-06-2024,7,7,14,0,0,27-05-2024
Sparkling Wine,Beverages,04-06-2024,365,0,4,0,0,04-06-2024
Butter,Dairy,04-06-2024,270,5,5,0,0,30-05-2024
Oranges,Fruits,04-06-2024,14,5,15,0,0,30-05-2024
Onions,Vegetables,04-06-2024,20,20,13,0,0,15-05-2024
Potatoes,Vegetables,04-06-2024,20,20,4,0,0,15-05-2024
Coffee,Beverages,05-06-2024,365,1,8,0,0,04-06-2024
Milk,Dairy,05-06-2024,7,7,29,13,0,29-05-2024
Milk,Dairy,05-06-2024,7,7,29,16,0,29-05-2024
Pineapple,Fruits,05-06-2024,7,7,20,0,0,29-05-2024
Ham,Meat,05-06-2024,10,10,18,0,0,26-05-2024
Mussels,Seafood,05-06-2024,15,3,13,0,0,02-06-2024
Croissants,Bakery,06-06-2024,30,30,9,0,0,07-05-2024
Guinness,Beverages,06-06-2024,210,1,20,0,0,05-06-2024
Cheese,Dairy,06-06-2024,21,3,6,0,0,03-06-2024
Milk,Dairy,06-06-2024,7,7,19,0,0,30-05-2024
Apples,Fruits,06-06-2024,10,5,11,0,0,01-06-2024
Salami,Meat,06-06-2024,21,21,13,0,0,16-05-2024
Bread,Bakery,07-06-2024,5,5,4,0,0,02-06-2024
Sparkling Wine,Beverages,07-06-2024,365,5,13,0,0,02-06-2024
Easter Eggs,Confectionery,07-06-2024,365,3,6,0,0,04-06-2024
Cheese,Dairy,07-06-2024,21,21,7,0,0,17-05-2024
Cheese,Dairy,07-06-2024,21,21,7,1,0,17-05-2024
Cheese,Dairy,07-06-2024,21,21,7,1,0,17-05-2024
Bananas,Fruits,07-06-2024,7,7,3,0,0,31-05-2024
Bananas,Fruits,07-06-2024,7,7,3,0,0,31-05-2024
Chicken Breast,Meat,07-06-2024,5,5,14,0,0,02-06-2024
Oysters,Seafood,07-06-2024,15,15,6,0,0,23-05-2024
Basmati Rice,Staples,07-06-2024,365,0,8,0,0,07-06-2024
Brussels Sprouts,Vegetables,07-06-2024,7,7,12,7,0,31-05-2024
Brussels Sprouts,Vegetables,07-06-2024,7,7,12,5,0,31-05-2024
Carrots,Vegetables,07-06-2024,14,3,19,0,0,04-06-2024
Potatoes,Vegetables,07-06-2024,20,20,9,0,0,18-05-2024
Orange Juice,Beverages,08-06-2024,14,1,17,0,0,07-06-2024
Pineapple,Fruits,08-06-2024,7,7,12,0,0,01-06-2024
Lettuce,Vegetables,08-06-2024,5,5,19,0,0,03-06-2024
Lettuce,Vegetables,08-06-2024,5,5,19,1,0,03-06-2024
Spinach,Vegetables,08-06-2024,10,2,12,0,0,06-06-2024
Milk,Dairy,09-06-2024,7,7,1,0,0,02-06-2024
Yogurt,Dairy,09-06-2024,15,15,14,0,0,25-05-2024
Apples,Fruits,09-06-2024,10,10,12,6,0,30-05-2024
Apples,Fruits,09-06-2024,10,10,12,6,0,30-05-2024
Beef,Meat,09-06-2024,21,21,13,0,0,19-05-2024
Salami,Meat,09-06-2024,21,21,26,15,0,19-05-2024
Salami,Meat,09-06-2024,21,21,26,11,0,19-05-2024
Lettuce,Vegetables,09-06-2024,5,5,6,0,0,04-06-2024
Smoothie,Beverages,10-06-2024,10,10,13,0,0,31-05-2024
Sparkling Wine,Beverages,10-06-2024,365,5,19,0,0,05-06-2024
Milk,Dairy,10-06-2024,7,7,23,8,0,03-06-2024
Milk,Dairy,10-06-2024,7,7,23,15,0,03-06-2024
Bread,Bakery,11-06-2024,5,5,13,0,0,06-06-2024
Cheese,Dairy,11-06-2024,21,21,18,0,0,21-05-2024
Milk,Dairy,12-06-2024,7,7,23,16,0,05-06-2024
Milk,Dairy,12-06-2024,7,7,23,7,0,05-06-2024
Milk,Dairy,12-06-2024,7,7,23,3,0,05-06-2024
Milk,Dairy,12-06-2024,7,7,23,5,0,05-06-2024
Apples,Fruits,12-06-2024,10,5,11,6,0,07-06-2024
Apples,Fruits,12-06-2024,10,5,11,5,0,07-06-2024
Apples,Fruits,12-06-2024,10,10,11,6,0,02-06-2024
Apples,Fruits,12-06-2024,10,10,11,5,0,02-06-2024
Ham,Meat,12-06-2024,10,10,11,0,0,02-06-2024
Canned Soup,Staples,12-06-2024,730,1,11,0,0,11-06-2024
Cucumber,Vegetables,12-06-2024,7,3,18,0,0,09-06-2024
Cucumber,Vegetables,12-06-2024,7,3,18,4,0,09-06-2024
Pumpkin,Vegetables,12-06-2024,4,4,27,10,0,08-06-2024
Pumpkin,Vegetables,12-06-2024,4,4,27,17,0,08-06-2024
Pumpkin,Vegetables,12-06-2024,4,4,27,4,0,08-06-2024
Cheese,Dairy,13-06-2024,21,21,19,0,0,23-05-2024
Yogurt,Dairy,13-06-2024,15,15,9,0,0,29-05-2024
Beef,Meat,13-06-2024,21,21,2,0,0,23-05-2024
Salmon Fillets,Seafood,13-06-2024,4,0,14,0,0,13-06-2024
Tomatoes,Vegetables,13-06-2024,7,7,15,0,0,06-06-2024
Red Wine,Beverages,14-06-2024,1095,3,7,0,0,11-06-2024
Cheese,Dairy,14-06-2024,21,21,14,0,0,24-05-2024
Yogurt,Dairy,14-06-2024,15,15,3,0,0,30-05-2024
Apples,Fruits,14-06-2024,10,10,11,0,0,04-06-2024
Apples,Fruits,14-06-2024,10,10,11,3,0,04-06-2024
Oranges,Fruits,14-06-2024,14,14,19,7,0,31-05-2024
Oranges,Fruits,14-06-2024,14,14,19,12,0,31-05-2024
Lamb,Meat,14-06-2024,3,3,15,0,0,11-06-2024
Pepper,Spices,14-06-2024,14,14,9,0,0,31-05-2024
Potatoes,Vegetables,14-06-2024,20,20,7,0,0,25-05-2024
Turkey,Meat,15-06-2024,14,14,4,0,0,01-06-2024
Turkey,Meat,15-06-2024,14,14,4,3,0,01-06-2024
Oysters,Seafood,15-06-2024,15,0,9,0,0,15-06-2024
Oysters,Seafood,15-06-2024,15,0,9,1,0,15-06-2024
Apples,Fruits,16-06-2024,10,10,13,0,0,06-06-2024
Bananas,Fruits,16-06-2024,7,5,4,0,0,11-06-2024
Ham,Meat,16-06-2024,10,3,20,0,0,13-06-2024
Turkey,Meat,16-06-2024,14,14,11,0,0,02-06-2024
Lettuce,Vegetables,16-06-2024,5,5,4,0,0,11-06-2024
Bread,Bakery,17-06-2024,5,5,16,0,0,12-06-2024
Butter,Dairy,17-06-2024,270,5,11,0,0,12-06-2024
Milk,Dairy,17-06-2024,7,7,13,0,0,10-06-2024
Beef,Meat,17-06-2024,21,0,11,0,0,17-06-2024
Turkey,Meat,17-06-2024,14,14,14,0,0,03-06-2024
Basmati Rice,Staples,17-06-2024,365,3,12,0,0,14-06-2024
Brussels Sprouts,Vegetables,17-06-2024,7,7,8,0,0,10-06-2024
Potatoes,Vegetables,17-06-2024,20,5,7,4,0,12-06-2024
Potatoes,Vegetables,17-06-2024,20,5,7,3,0,12-06-2024
Potatoes,Vegetables,17-06-2024,20,20,7,4,0,28-05-2024
Potatoes,Vegetables,17-06-2024,20,20,7,3,0,28-05-2024
Spinach,Vegetables,17-06-2024,10,10,16,0,0,07-06-2024
Chocolates,Confectionery,18-06-2024,365,5,4,0,0,13-06-2024
Canned Soup,Staples,18-06-2024,730,2,2,0,0,16-06-2024
Croissants,Bakery,19-06-2024,30,30,18,0,0,20-05-2024
Eggs,Dairy,19-06-2024,21,3,16,0,0,16-06-2024
Milk,Dairy,19-06-2024,7,7,3,0,0,12-06-2024
Carrots,Vegetables,19-06-2024,14,14,4,0,0,05-06-2024
Potatoes,Vegetables,19-06-2024,20,20,2,0,0,30-05-2024
Cheese,Dairy,20-06-2024,21,21,13,4,0,30-05-2024
Cheese,Dairy,20-06-2024,21,21,13,9,0,30-05-2024
Pineapple,Fruits,20-06-2024,7,7,1,0,0,13-06-2024
Salmon Fillets,Seafood,20-06-2024,4,1,13,0,0,19-06-2024
Cucumber,Vegetables,20-06-2024,7,1,9,0,0,19-06-2024
Bread,Bakery,21-06-2024,5,5,12,0,0,16-06-2024
Beef,Meat,21-06-2024,21,0,20,0,0,21-06-2024
Lamb,Meat,21-06-2024,3,3,15,0,0,18-06-2024
Lamb,Meat,21-06-2024,3,3,15,4,0,18-06-2024
Potatoes,Vegetables,21-06-2024,20,3,3,0,0,18-06-2024
Pumpkin,Vegetables,21-06-2024,4,4,11,0,0,17-06-2024
Bread,Bakery,22-06-2024,5,1,2,0,0,21-06-2024
Orange Juice,Beverages,22-06-2024,14,0,20,0,0,22-06-2024
Red Wine,Beverages,22-06-2024,1095,2,15,0,0,20-06-2024
Sparkling Wine,Beverages,22-06-2024,365,2,15,0,0,20-06-2024
Strawberries,Fruits,22-06-2024,4,4,10,0,0,18-06-2024
Ham,Meat,22-06-2024,10,10,5,0,0,12-06-2024
Turkey,Meat,22-06-2024,14,14,3,0,0,08-06-2024
Charcoal,Non-Food,22-06-2024,730,1,11,0,0,21-06-2024
Smoothie,Beverages,23-06-2024,10,10,1,0,0,13-06-2024
Coffee,Beverages,24-06-2024,365,3,18,0,0,21-06-2024
Eggs,Dairy,24-06-2024,21,21,13,10,0,03-06-2024
Eggs,Dairy,24-06-2024,21,21,13,3,0,03-06-2024
Yogurt,Dairy,24-06-2024,15,15,9,0,0,09-06-2024
Apples,Fruits,24-06-2024,10,10,10,0,0,14-06-2024
Ham,Meat,24-06-2024,10,10,29,17,0,14-06-2024
Ham,Meat,24-06-2024,10,10,29,12,0,14-06-2024
Brussels Sprouts,Vegetables,24-06-2024,7,7,13,0,0,17-06-2024
Pumpkin,Vegetables,24-06-2024,4,4,4,0,0,20-06-2024
Bread,Bakery,25-06-2024,5,5,9,0,0,20-06-2024
Butter Croissant,Bakery,25-06-2024,3,3,1,0,0,22-06-2024
Salami,Meat,25-06-2024,21,21,17,0,0,04-06-2024
Oysters,Seafood,25-06-2024,15,15,19,0,0,10-06-2024
Onions,Vegetables,25-06-2024,20,0,11,0,0,25-06-2024
Pumpkin,Vegetables,25-06-2024,4,0,11,0,0,25-06-2024
Bread,Bakery,26-06-2024,5,5,14,0,0,21-06-2024
Guinness,Beverages,26-06-2024,210,5,5,0,0,21-06-2024
Cheese,Dairy,26-06-2024,21,21,15,0,0,05-06-2024
Beef,Meat,26-06-2024,21,21,16,0,0,05-06-2024
Ham,Meat,26-06-2024,10,10,19,0,0,16-06-2024
Smoothie,Beverages,27-06-2024,10,10,7,0,0,17-06-2024
Milk,Dairy,27-06-2024,7,7,18,0,0,20-06-2024
Bananas,Fruits,27-06-2024,7,7,15,0,0,20-06-2024
Pineapple,Fruits,27-06-2024,7,7,13,0,0,20-06-2024
Mussels,Seafood,27-06-2024,15,15,4,0,0,12-06-2024
Butter,Dairy,28-06-2024,270,0,3,0,0,28-06-2024
Cheese,Dairy,28-06-2024,21,21,9,0,0,07-06-2024
Pineapple,Fruits,28-06-2024,7,7,8,0,0,21-06-2024
Pineapple,Fruits,28-06-2024,7,7,8,2,0,21-06-2024
Turkey,Meat,28-06-2024,14,1,2,0,0,27-06-2024
Mussels,Seafood,28-06-2024,15,15,1,0,0,13-06-2024
Pasta,Staples,28-06-2024,365,1,6,0,0,27-06-2024
Pumpkin,Vegetables,28-06-2024,4,1,14,0,0,27-06-2024
Spinach,Vegetables,28-06-2024,10,10,4,0,0,18-06-2024
Spinach,Vegetables,28-06-2024,10,10,4,0,0,18-06-2024
Sparkling Wine,Beverages,29-06-2024,365,0,14,0,0,29-06-2024
Oranges,Fruits,29-06-2024,14,5,9,0,0,24-06-2024
Oranges,Fruits,29-06-2024,14,5,9,2,0,24-06-2024
Pumpkin,Vegetables,29-06-2024,4,4,18,0,0,25-06-2024
Guinness,Beverages,30-06-2024,210,1,11,0,0,29-06-2024
Bananas,Fruits,30-06-2024,7,2,2,0,0,28-06-2024
Potatoes,Vegetables,30-06-2024,20,20,1,0,0,10-06-2024
Milk,Dairy,01-07-2024,7,7,5,0,0,24-06-2024
Beef,Meat,01-07-2024,21,21,19,0,0,10-06-2024
Ham,Meat,01-07-2024,10,10,17,0,0,21-06-2024
Brussels Sprouts,Vegetables,01-07-2024,7,7,11,0,0,24-06-2024
Pumpkin,Vegetables,01-07-2024,4,4,16,0,0,27-06-2024
Pineapple,Fruits,02-07-2024,7,1,2,0,0,01-07-2024
Brussels Sprouts,Vegetables,02-07-2024,7,7,13,0,0,25-06-2024
Smoothie,Beverages,03-07-2024,10,5,11,2,0,28-06-2024
Smoothie,Beverages,03-07-2024,10,5,11,9,0,28-06-2024
Smoothie,Beverages,03-07-2024,10,10,11,2,0,23-06-2024
Smoothie,Beverages,03-07-2024,10,10,11,9,0,23-06-2024
Eggs,Dairy,03-07-2024,21,21,19,0,0,12-06-2024
Milk,Dairy,03-07-2024,7,7,16,0,0,26-06-2024
Apples,Fruits,03-07-2024,10,10,3,0,0,23-06-2024
Apples,Fruits,03-07-2024,10,10,3,2,0,23-06-2024
Apples,Fruits,03-07-2024,10,10,3,4,0,23-06-2024
Pineapple,Fruits,03-07-2024,7,0,17,0,0,03-07-2024
Salami,Meat,03-07-2024,21,0,16,0,0,03-07-2024
Oysters,Seafood,03-07-2024,15,15,2,0,0,18-06-2024
Smoothie,Beverages,04-07-2024,10,0,13,12,0,04-07-2024
Smoothie,Beverages,04-07-2024,10,0,13,1,0,04-07-2024
Smoothie,Beverages,04-07-2024,10,10,13,12,0,24-06-2024
Smoothie,Beverages,04-07-2024,10,10,13,1,0,24-06-2024
