date,product_id,product,category,quantity_sold,expiry_date,unit_price,discount,discount_price,total,shelf_life,customer_type,payment,holiday,event
11-10-2024,PN028,Milk,Dairy,4,18-10-2024,1.25,0%,1.25,5,7,Member,Cash,0,0
10-10-2024,PN001,Apples,Fruits,9,20-10-2024,0.6,0%,0.6,5.4,10,Regular,Cash,0,0
10-10-2024,PN004,Beef,Meat,13,13-10-2024,4.5,10%,4.05,52.65,21,Regular,Cash,0,0
10-10-2024,PN021,Cucumber,Vegetables,18,17-10-2024,0.89,0%,0.89,16.02,7,Member,Card,0,0
09-10-2024,PN002,Bananas,Fruits,13,16-10-2024,0.28,0%,0.28,3.64,7,Regular,Card,0,0
09-10-2024,PN006,Breakfast Cereals,Staples,17,09-10-2025,1.29,0%,1.29,21.93,365,Member,Card,0,0
09-10-2024,PN006,Breakfast Cereals,Staples,4,09-10-2025,1.29,0%,1.29,5.16,365,Regular,Cash,0,0
09-10-2024,PN012,Canned Soup,Staples,12,09-10-2026,2.13,0%,2.13,25.56,730,Regular,Card,0,0
09-10-2024,PN028,Milk,Dairy,10,10-10-2024,1.25,25%,0.94,9.4,7,Regular,Cash,0,0
09-10-2024,PN029,Mussels,Seafood,11,24-10-2024,3,0%,3,33,15,Member,Card,0,0
09-10-2024,PN039,Red Wine,Beverages,8,09-10-2027,10.5,0%,10.5,84,1095,Regular,Card,0,0
09-10-2024,PN048,Turkey,Meat,15,23-10-2024,1.99,0%,1.99,29.85,14,Regular,Cash,0,0
09-10-2024,PN049,White Wine,Beverages,1,12-10-2024,10.5,10%,9.45,9.45,730,Member,Cash,0,0
08-10-2024,PN001,Apples,Fruits,9,18-10-2024,0.6,0%,0.6,5.4,10,Member,Card,0,0
08-10-2024,PN001,Apples,Fruits,6,10-10-2024,0.6,15%,0.51,3.06,10,Member,Cash,0,0
08-10-2024,PN004,Beef,Meat,19,10-10-2024,4.5,15%,3.83,72.77,21,Regular,Cash,0,0
08-10-2024,PN008,Burger Patties,Meat,8,08-10-2025,3,0%,3,24,365,Member,Card,0,0
08-10-2024,PN023,Eggs,Dairy,20,29-10-2024,0.21,0%,0.21,4.2,21,Regular,Cash,0,0
08-10-2024,PN040,Salami,Meat,10,11-10-2024,1.6,10%,1.44,14.4,21,Regular,Card,0,0
08-10-2024,PN042,Smoothie,Beverages,4,18-10-2024,4.25,0%,4.25,17,10,Member,Card,0,0
08-10-2024,PN045,Spinach,Vegetables,6,18-10-2024,1.39,0%,1.39,8.34,10,Member,Card,0,0
08-10-2024,PN046,Strawberries,Fruits,11,09-10-2024,0.5,25%,0.38,4.18,4,Regular,Cash,0,0
07-10-2024,PN006,Breakfast Cereals,Staples,3,07-10-2025,1.29,0%,1.29,3.87,365,Member,Card,0,0
07-10-2024,PN008,Burger Patties,Meat,15,07-10-2025,3,0%,3,45,365,Member,Card,0,0
07-10-2024,PN012,Canned Soup,Staples,4,07-10-2026,2.13,0%,2.13,8.52,730,Member,Cash,0,0
07-10-2024,PN015,Cheese,Dairy,5,09-10-2024,2.5,15%,2.13,10.65,21,Regular,Cash,0,0
07-10-2024,PN016,Chicken Breast,Meat,16,12-10-2024,3.99,0%,3.99,63.84,5,Member,Cash,0,0
07-10-2024,PN044,Sparkling Wine,Beverages,4,07-10-2025,4.5,0%,4.5,18,365,Regular,Card,0,0
07-10-2024,PN050,Yogurt,Dairy,5,22-10-2024,1.35,0%,1.35,6.75,15,Regular,Card,0,0
06-10-2024,PN001,Apples,Fruits,13,07-10-2024,0.6,25%,0.45,5.85,10,Regular,Card,0,1
06-10-2024,PN003,Basmati Rice,Staples,3,08-10-2024,1.59,15%,1.35,4.05,365,Member,Cash,0,1
06-10-2024,PN009,Butter,Dairy,18,11-10-2024,3.99,0%,3.99,71.82,270,Regular,Card,0,1
06-10-2024,PN015,Cheese,Dairy,9,27-10-2024,2.5,0%,2.5,22.5,21,Member,Card,0,1
06-10-2024,PN015,Cheese,Dairy,2,27-10-2024,2.5,0%,2.5,5,21,Regular,Cash,0,1
06-10-2024,PN016,Chicken Breast,Meat,9,11-10-2024,3.99,0%,3.99,35.91,5,Member,Card,0,1
06-10-2024,PN024,Guinness,Beverages,7,04-05-2025,4.66,0%,4.66,32.62,210,Regular,Cash,0,1
06-10-2024,PN025,Ham,Meat,1,16-10-2024,2.99,0%,2.99,2.99,10,Member,Card,0,1
06-10-2024,PN025,Ham,Meat,8,16-10-2024,2.99,0%,2.99,23.92,10,Regular,Card,0,1
06-10-2024,PN027,Lettuce,Vegetables,16,11-10-2024,1.15,0%,1.15,18.4,5,Member,Card,0,1
06-10-2024,PN028,Milk,Dairy,10,09-10-2024,1.25,10%,1.13,11.3,7,Regular,Cash,0,1
06-10-2024,PN033,Oysters,Seafood,18,21-10-2024,3.99,0%,3.99,71.82,15,Member,Cash,0,1
05-10-2024,PN001,Apples,Fruits,12,15-10-2024,0.6,0%,0.6,7.2,10,Regular,Cash,0,1
05-10-2024,PN016,Chicken Breast,Meat,13,06-10-2024,3.99,25%,2.99,38.87,5,Regular,Cash,0,1
05-10-2024,PN020,Croissants,Bakery,18,04-11-2024,0.48,0%,0.48,8.64,30,Regular,Cash,0,1
05-10-2024,PN024,Guinness,Beverages,6,03-05-2025,4.66,0%,4.66,27.96,210,Regular,Card,0,1
05-10-2024,PN025,Ham,Meat,3,15-10-2024,2.99,0%,2.99,8.97,10,Regular,Card,0,1
05-10-2024,PN028,Milk,Dairy,4,10-10-2024,1.25,5%,1.19,4.76,7,Regular,Cash,0,1
05-10-2024,PN031,Orange Juice,Beverages,7,19-10-2024,2.5,0%,2.5,17.5,14,Member,Card,0,1
05-10-2024,PN041,Salmon Fillets,Seafood,18,05-10-2024,4.25,30%,2.98,53.64,4,Member,Card,0,1
05-10-2024,PN045,Spinach,Vegetables,16,15-10-2024,1.39,0%,1.39,22.24,10,Regular,Cash,0,1
05-10-2024,PN050,Yogurt,Dairy,10,20-10-2024,1.35,0%,1.35,13.5,15,Member,Cash,0,1
04-10-2024,PN008,Burger Patties,Meat,14,04-10-2025,3,0%,3,42,365,Regular,Card,0,1
04-10-2024,PN013,Carrots,Vegetables,20,18-10-2024,0.13,0%,0.13,2.6,14,Member,Card,0,1
04-10-2024,PN015,Cheese,Dairy,10,25-10-2024,2.5,0%,2.5,25,21,Regular,Card,0,1
04-10-2024,PN015,Cheese,Dairy,15,25-10-2024,2.5,0%,2.5,37.5,21,Regular,Card,0,1
04-10-2024,PN019,Coffee,Beverages,6,04-10-2025,3.3,0%,3.3,19.8,365,Regular,Cash,0,1
04-10-2024,PN025,Ham,Meat,14,14-10-2024,2.99,0%,2.99,41.86,10,Member,Cash,0,1
04-10-2024,PN039,Red Wine,Beverages,1,04-10-2027,10.5,0%,10.5,10.5,1095,Regular,Card,0,1
04-10-2024,PN040,Salami,Meat,1,25-10-2024,1.6,0%,1.6,1.6,21,Regular,Cash,0,1
04-10-2024,PN045,Spinach,Vegetables,20,14-10-2024,1.39,0%,1.39,27.8,10,Member,Card,0,1
03-10-2024,PN002,Bananas,Fruits,19,10-10-2024,0.28,0%,0.28,5.32,7,Regular,Cash,0,1
03-10-2024,PN005,Bread,Bakery,4,08-10-2024,1.28,0%,1.28,5.12,5,Regular,Cash,0,1
03-10-2024,PN011,Cabbage,Vegetables,12,13-10-2024,1.29,0%,1.29,15.48,10,Regular,Cash,0,1
03-10-2024,PN015,Cheese,Dairy,8,24-10-2024,2.5,0%,2.5,20,21,Regular,Cash,0,1
03-10-2024,PN015,Cheese,Dairy,14,24-10-2024,2.5,0%,2.5,35,21,Member,Card,0,1
03-10-2024,PN025,Ham,Meat,3,13-10-2024,2.99,0%,2.99,8.97,10,Regular,Cash,0,1
03-10-2024,PN032,Oranges,Fruits,15,17-10-2024,0.6,0%,0.6,9,14,Member,Cash,0,1
03-10-2024,PN036,Pineapple,Fruits,3,10-10-2024,1.19,0%,1.19,3.57,7,Member,Card,0,1
03-10-2024,PN037,Potatoes,Vegetables,15,23-10-2024,0.46,0%,0.46,6.9,20,Member,Cash,0,1
03-10-2024,PN015,Cheese,Dairy,7,24-10-2024,2.5,0%,2.5,17.5,21,Regular,Card,0,1
03-10-2024,PN015,Cheese,Dairy,12,24-10-2024,2.5,0%,2.5,30,21,Regular,Card,0,1
03-10-2024,PN015,Cheese,Dairy,5,24-10-2024,2.5,0%,2.5,12.5,21,Member,Card,0,1
03-10-2024,PN015,Cheese,Dairy,10,24-10-2024,2.5,0%,2.5,25,21,Regular,Card,0,1
03-10-2024,PN015,Cheese,Dairy,12,24-10-2024,2.5,0%,2.5,30,21,Regular,Cash,0,1
03-10-2024,PN015,Cheese,Dairy,7,24-10-2024,2.5,0%,2.5,17.5,21,Member,Card,0,1
03-10-2024,PN015,Cheese,Dairy,11,24-10-2024,2.5,0%,2.5,27.5,21,Member,Cash,0,1
03-10-2024,PN015,Cheese,Dairy,6,24-10-2024,2.5,0%,2.5,15,21,Regular,Card,0,1
03-10-2024,PN044,Sparkling Wine,Beverages,25,03-10-2025,4.5,0%,4.5,112.5,365,Regular,Cash,0,1
03-10-2024,PN044,Sparkling Wine,Beverages,20,03-10-2025,4.5,0%,4.5,90,365,Member,Card,0,1
03-10-2024,PN049,White Wine,Beverages,13,03-10-2026,10.5,0%,10.5,136.5,730,Regular,Cash,0,1
03-10-2024,PN049,White Wine,Beverages,26,03-10-2026,10.5,0%,10.5,273,730,Member,Card,0,1
03-10-2024,PN049,White Wine,Beverages,24,03-10-2026,10.5,0%,10.5,252,730,Regular,Card,0,1
02-10-2024,PN001,Apples,Fruits,3,12-10-2024,0.6,0%,0.6,1.8,10,Member,Cash,0,0
02-10-2024,PN002,Bananas,Fruits,20,09-10-2024,0.28,0%,0.28,5.6,7,Regular,Card,0,0
02-10-2024,PN014,Charcoal,Non-Food,5,04-10-2024,1.75,15%,1.49,7.45,730,Regular,Card,0,0
02-10-2024,PN015,Cheese,Dairy,3,23-10-2024,2.5,0%,2.5,7.5,21,Regular,Card,0,0
02-10-2024,PN015,Cheese,Dairy,15,23-10-2024,2.5,0%,2.5,37.5,21,Member,Cash,0,0
02-10-2024,PN015,Cheese,Dairy,3,23-10-2024,2.5,0%,2.5,7.5,21,Member,Card,0,0
02-10-2024,PN017,Chocolates,Confectionery,2,02-10-2025,1.75,0%,1.75,3.5,365,Regular,Card,0,0
02-10-2024,PN018,Cinnamon,Spices,5,02-10-2026,1,0%,1,5,730,Member,Cash,0,0
02-10-2024,PN018,Cinnamon,Spices,2,02-10-2026,1,0%,1,2,730,Regular,Cash,0,0
02-10-2024,PN028,Milk,Dairy,4,09-10-2024,1.25,0%,1.25,5,7,Regular,Cash,0,0
02-10-2024,PN039,Red Wine,Beverages,7,28-12-2024,10.5,25%,7.88,55.16,1095,Regular,Cash,0,0
02-10-2024,PN043,Soft Drinks,Beverages,17,07-10-2024,3.4,5%,3.23,54.91,240,Member,Cash,0,0
02-10-2024,PN045,Spinach,Vegetables,4,04-10-2024,1.39,15%,1.18,4.72,10,Regular,Cash,0,0
02-10-2024,PN046,Strawberries,Fruits,8,03-10-2024,0.5,25%,0.38,3.04,4,Member,Cash,0,0
01-10-2024,PN001,Apples,Fruits,4,11-10-2024,0.6,0%,0.6,2.4,10,Member,Card,0,0
01-10-2024,PN001,Apples,Fruits,9,11-10-2024,0.6,0%,0.6,5.4,10,Member,Cash,0,0
01-10-2024,PN005,Bread,Bakery,11,01-10-2024,1.28,30%,0.9,9.9,5,Regular,Cash,0,0
01-10-2024,PN009,Butter,Dairy,14,06-10-2024,3.99,0%,3.99,55.86,270,Regular,Cash,0,0
01-10-2024,PN016,Chicken Breast,Meat,6,06-10-2024,3.99,0%,3.99,23.94,5,Member,Cash,0,0
01-10-2024,PN018,Cinnamon,Spices,5,01-10-2026,1,0%,1,5,730,Member,Cash,0,0
01-10-2024,PN031,Orange Juice,Beverages,4,15-10-2024,2.5,0%,2.5,10,14,Member,Cash,0,0
01-10-2024,PN032,Oranges,Fruits,18,15-10-2024,0.6,0%,0.6,10.8,14,Regular,Card,0,0
01-10-2024,PN032,Oranges,Fruits,7,15-10-2024,0.6,0%,0.6,4.2,14,Regular,Card,0,0
01-10-2024,PN034,Pasta,Staples,5,01-10-2025,1.45,0%,1.45,7.25,365,Member,Cash,0,0
01-10-2024,PN040,Salami,Meat,3,02-10-2024,1.6,25%,1.2,3.6,21,Regular,Cash,0,0
01-10-2024,PN044,Sparkling Wine,Beverages,7,01-10-2025,4.5,0%,4.5,31.5,365,Regular,Card,0,0
30-09-2024,PN002,Bananas,Fruits,18,07-10-2024,0.28,0%,0.28,5.04,7,Regular,Cash,0,0
30-09-2024,PN005,Bread,Bakery,3,05-10-2024,1.28,0%,1.28,3.84,5,Member,Cash,0,0
30-09-2024,PN005,Bread,Bakery,18,01-10-2024,1.28,25%,0.96,17.28,5,Member,Card,0,0
30-09-2024,PN017,Chocolates,Confectionery,3,30-09-2025,1.75,0%,1.75,5.25,365,Regular,Cash,0,0
30-09-2024,PN021,Cucumber,Vegetables,16,07-10-2024,0.89,0%,0.89,14.24,7,Member,Cash,0,0
30-09-2024,PN021,Cucumber,Vegetables,10,07-10-2024,0.89,0%,0.89,8.9,7,Regular,Card,0,0
30-09-2024,PN026,Lamb,Meat,4,03-10-2024,5,0%,5,20,3,Member,Cash,0,0
30-09-2024,PN026,Lamb,Meat,10,03-10-2024,5,0%,5,50,3,Member,Cash,0,0
30-09-2024,PN028,Milk,Dairy,9,03-10-2024,1.25,10%,1.13,10.17,7,Regular,Card,0,0
30-09-2024,PN035,Pepper,Spices,1,14-10-2024,1,0%,1,1,14,Member,Cash,0,0
30-09-2024,PN035,Pepper,Spices,12,14-10-2024,1,0%,1,12,14,Member,Cash,0,0
30-09-2024,PN039,Red Wine,Beverages,5,30-09-2027,10.5,0%,10.5,52.5,1095,Member,Card,0,0
30-09-2024,PN046,Strawberries,Fruits,4,04-10-2024,0.5,0%,0.5,2,4,Member,Card,0,0
29-09-2024,PN006,Breakfast Cereals,Staples,2,29-09-2025,1.29,0%,1.29,2.58,365,Regular,Cash,0,1
29-09-2024,PN007,Brussels Sprouts,Vegetables,7,29-09-2024,1.07,30%,0.75,5.25,7,Regular,Card,0,1
29-09-2024,PN012,Canned Soup,Staples,13,29-09-2026,2.13,0%,2.13,27.69,730,Member,Cash,0,1
29-09-2024,PN021,Cucumber,Vegetables,1,30-09-2024,0.89,25%,0.67,0.67,7,Member,Cash,0,1
29-09-2024,PN022,Easter Eggs,Confectionery,14,29-09-2025,1.2,0%,1.2,16.8,365,Member,Card,0,1
29-09-2024,PN037,Potatoes,Vegetables,11,04-10-2024,0.46,5%,0.44,4.84,20,Regular,Cash,0,1
29-09-2024,PN040,Salami,Meat,9,20-10-2024,1.6,0%,1.6,14.4,21,Regular,Cash,0,1
29-09-2024,PN050,Yogurt,Dairy,7,14-10-2024,1.35,0%,1.35,9.45,15,Regular,Card,0,1
28-09-2024,PN018,Cinnamon,Spices,10,28-09-2026,1,0%,1,10,730,Member,Card,0,1
28-09-2024,PN019,Coffee,Beverages,4,28-09-2025,3.3,0%,3.3,13.2,365,Regular,Cash,0,1
28-09-2024,PN021,Cucumber,Vegetables,2,05-10-2024,0.89,0%,0.89,1.78,7,Member,Card,0,1
28-09-2024,PN039,Red Wine,Beverages,2,28-09-2027,10.5,0%,10.5,21,1095,Member,Cash,0,1
27-09-2024,PN005,Bread,Bakery,8,02-10-2024,1.28,0%,1.28,10.24,5,Regular,Card,0,1
27-09-2024,PN006,Breakfast Cereals,Staples,7,27-09-2025,1.29,0%,1.29,9.03,365,Regular,Card,0,1
27-09-2024,PN017,Chocolates,Confectionery,14,02-10-2024,1.75,5%,1.66,23.24,365,Member,Cash,0,1
27-09-2024,PN024,Guinness,Beverages,5,02-10-2024,4.66,5%,4.43,22.15,210,Member,Card,0,1
27-09-2024,PN025,Ham,Meat,8,07-10-2024,2.99,0%,2.99,23.92,10,Regular,Cash,0,1
27-09-2024,PN028,Milk,Dairy,14,04-10-2024,1.25,0%,1.25,17.5,7,Regular,Cash,0,1
27-09-2024,PN047,Tomatoes,Vegetables,9,04-10-2024,0.8,0%,0.8,7.2,7,Member,Card,0,1
27-09-2024,PN047,Tomatoes,Vegetables,15,28-09-2024,0.8,25%,0.6,9,7,Regular,Cash,0,1
27-09-2024,PN001,Apples,Fruits,4,07-10-2024,0.6,0%,0.6,2.4,10,Regular,Card,0,1
27-09-2024,PN001,Apples,Fruits,5,07-10-2024,0.6,0%,0.6,3,10,Regular,Card,0,1
27-09-2024,PN001,Apples,Fruits,5,07-10-2024,0.6,0%,0.6,3,10,Member,Card,0,1
27-09-2024,PN001,Apples,Fruits,8,07-10-2024,0.6,0%,0.6,4.8,10,Member,Card,0,1
27-09-2024,PN001,Apples,Fruits,10,07-10-2024,0.6,0%,0.6,6,10,Regular,Cash,0,1
27-09-2024,PN001,Apples,Fruits,6,07-10-2024,0.6,0%,0.6,3.6,10,Regular,Cash,0,1
27-09-2024,PN001,Apples,Fruits,5,07-10-2024,0.6,0%,0.6,3,10,Regular,Cash,0,1
27-09-2024,PN018,Cinnamon,Spices,8,27-09-2026,1,0%,1,8,730,Member,Card,0,1
27-09-2024,PN029,Mussels,Seafood,7,12-10-2024,3,0%,3,21,15,Member,Cash,0,1
27-09-2024,PN029,Mussels,Seafood,15,12-10-2024,3,0%,3,45,15,Member,Cash,0,1
27-09-2024,PN029,Mussels,Seafood,13,12-10-2024,3,0%,3,39,15,Regular,Cash,0,1
27-09-2024,PN033,Oysters,Seafood,19,12-10-2024,3.99,0%,3.99,75.81,15,Regular,Card,0,1
27-09-2024,PN038,Pumpkin,Vegetables,12,01-10-2024,3.45,0%,3.45,41.4,4,Regular,Card,0,1
27-09-2024,PN038,Pumpkin,Vegetables,11,01-10-2024,3.45,0%,3.45,37.95,4,Regular,Card,0,1
27-09-2024,PN038,Pumpkin,Vegetables,14,01-10-2024,3.45,0%,3.45,48.3,4,Member,Cash,0,1
27-09-2024,PN038,Pumpkin,Vegetables,13,01-10-2024,3.45,0%,3.45,44.85,4,Regular,Card,0,1
26-09-2024,PN008,Burger Patties,Meat,8,26-09-2025,3,0%,3,24,365,Regular,Cash,0,0
26-09-2024,PN016,Chicken Breast,Meat,12,01-10-2024,3.99,0%,3.99,47.88,5,Regular,Cash,0,0
26-09-2024,PN016,Chicken Breast,Meat,17,01-10-2024,3.99,0%,3.99,67.83,5,Member,Card,0,0
26-09-2024,PN028,Milk,Dairy,6,03-10-2024,1.25,0%,1.25,7.5,7,Regular,Card,0,0
26-09-2024,PN031,Orange Juice,Beverages,6,10-10-2024,2.5,0%,2.5,15,14,Regular,Cash,0,0
26-09-2024,PN038,Pumpkin,Vegetables,18,30-09-2024,3.45,0%,3.45,62.1,4,Member,Card,0,0
26-09-2024,PN042,Smoothie,Beverages,2,06-10-2024,4.25,0%,4.25,8.5,10,Regular,Cash,0,0
26-09-2024,PN045,Spinach,Vegetables,17,06-10-2024,1.39,0%,1.39,23.63,10,Member,Card,0,0
26-09-2024,PN046,Strawberries,Fruits,4,26-09-2024,0.5,30%,0.35,1.4,4,Member,Card,0,0
25-09-2024,PN008,Burger Patties,Meat,17,25-09-2025,3,0%,3,51,365,Member,Cash,0,0
25-09-2024,PN022,Easter Eggs,Confectionery,13,25-09-2025,1.2,0%,1.2,15.6,365,Regular,Cash,0,0
25-09-2024,PN022,Easter Eggs,Confectionery,10,25-09-2025,1.2,0%,1.2,12,365,Member,Cash,0,0
25-09-2024,PN027,Lettuce,Vegetables,18,30-09-2024,1.15,0%,1.15,20.7,5,Regular,Card,0,0
25-09-2024,PN027,Lettuce,Vegetables,19,30-09-2024,1.15,0%,1.15,21.85,5,Regular,Card,0,0
25-09-2024,PN030,Onions,Vegetables,5,15-10-2024,0.67,0%,0.67,3.35,20,Member,Card,0,0
25-09-2024,PN034,Pasta,Staples,12,25-09-2025,1.45,0%,1.45,17.4,365,Member,Card,0,0
25-09-2024,PN047,Tomatoes,Vegetables,15,25-09-2024,0.8,30%,0.56,8.4,7,Member,Card,0,0
24-09-2024,PN005,Bread,Bakery,12,25-09-2024,1.28,25%,0.96,11.52,5,Regular,Cash,0,0
24-09-2024,PN019,Coffee,Beverages,14,27-09-2024,3.3,10%,2.97,41.58,365,Regular,Card,0,0
24-09-2024,PN021,Cucumber,Vegetables,18,01-10-2024,0.89,0%,0.89,16.02,7,Regular,Card,0,0
24-09-2024,PN026,Lamb,Meat,4,27-09-2024,5,0%,5,20,3,Member,Card,0,0
23-09-2024,PN006,Breakfast Cereals,Staples,5,28-09-2024,1.29,5%,1.23,6.15,365,Member,Card,0,0
23-09-2024,PN015,Cheese,Dairy,11,14-10-2024,2.5,0%,2.5,27.5,21,Member,Cash,0,0
23-09-2024,PN016,Chicken Breast,Meat,17,24-09-2024,3.99,25%,2.99,50.83,5,Regular,Cash,0,0
23-09-2024,PN018,Cinnamon,Spices,17,23-09-2026,1,0%,1,17,730,Regular,Card,0,0
23-09-2024,PN018,Cinnamon,Spices,3,26-09-2024,1,10%,0.9,2.7,730,Member,Cash,0,0
23-09-2024,PN026,Lamb,Meat,17,26-09-2024,5,0%,5,85,3,Regular,Card,0,0
23-09-2024,PN027,Lettuce,Vegetables,3,28-09-2024,1.15,0%,1.15,3.45,5,Regular,Cash,0,0
23-09-2024,PN027,Lettuce,Vegetables,5,24-09-2024,1.15,25%,0.86,4.3,5,Member,Card,0,0
23-09-2024,PN034,Pasta,Staples,1,23-09-2025,1.45,0%,1.45,1.45,365,Regular,Cash,0,0
23-09-2024,PN036,Pineapple,Fruits,19,30-09-2024,1.19,0%,1.19,22.61,7,Member,Card,0,0
22-09-2024,PN014,Charcoal,Non-Food,1,22-09-2026,1.75,0%,1.75,1.75,730,Member,Cash,0,0
22-09-2024,PN018,Cinnamon,Spices,7,27-09-2024,1,5%,0.95,6.65,730,Regular,Card,0,0
22-09-2024,PN019,Coffee,Beverages,16,22-09-2024,3.3,30%,2.31,36.96,365,Regular,Card,0,0
22-09-2024,PN023,Eggs,Dairy,14,13-10-2024,0.21,0%,0.21,2.94,21,Member,Cash,0,0
22-09-2024,PN036,Pineapple,Fruits,2,29-09-2024,1.19,0%,1.19,2.38,7,Member,Card,0,0
22-09-2024,PN041,Salmon Fillets,Seafood,14,26-09-2024,4.25,0%,4.25,59.5,4,Regular,Cash,0,0
22-09-2024,PN043,Soft Drinks,Beverages,11,27-09-2024,3.4,5%,3.23,35.53,240,Member,Card,0,0
22-09-2024,PN049,White Wine,Beverages,8,22-09-2026,10.5,0%,10.5,84,730,Member,Card,0,0
22-09-2024,PN050,Yogurt,Dairy,5,25-09-2024,1.35,10%,1.22,6.1,15,Regular,Card,0,0
21-09-2024,PN008,Burger Patties,Meat,16,21-09-2025,3,0%,3,48,365,Member,Card,0,0
21-09-2024,PN016,Chicken Breast,Meat,8,26-09-2024,3.99,0%,3.99,31.92,5,Member,Cash,0,0
21-09-2024,PN018,Cinnamon,Spices,3,21-09-2026,1,0%,1,3,730,Member,Cash,0,0
21-09-2024,PN033,Oysters,Seafood,7,06-10-2024,3.99,0%,3.99,27.93,15,Regular,Card,0,0
21-09-2024,PN035,Pepper,Spices,16,05-10-2024,1,0%,1,16,14,Regular,Card,0,0
21-09-2024,PN038,Pumpkin,Vegetables,2,25-09-2024,3.45,0%,3.45,6.9,4,Member,Card,0,0
21-09-2024,PN038,Pumpkin,Vegetables,3,25-09-2024,3.45,0%,3.45,10.35,4,Regular,Card,0,0
21-09-2024,PN045,Spinach,Vegetables,6,01-10-2024,1.39,0%,1.39,8.34,10,Regular,Card,0,0
21-09-2024,PN048,Turkey,Meat,13,05-10-2024,1.99,0%,1.99,25.87,14,Regular,Cash,0,0
20-09-2024,PN001,Apples,Fruits,7,30-09-2024,0.6,0%,0.6,4.2,10,Member,Cash,0,0
20-09-2024,PN012,Canned Soup,Staples,2,22-09-2024,2.13,15%,1.81,3.62,730,Member,Cash,0,0
20-09-2024,PN021,Cucumber,Vegetables,10,27-09-2024,0.89,0%,0.89,8.9,7,Regular,Cash,0,0
20-09-2024,PN027,Lettuce,Vegetables,3,25-09-2024,1.15,0%,1.15,3.45,5,Member,Cash,0,0
20-09-2024,PN028,Milk,Dairy,17,27-09-2024,1.25,0%,1.25,21.25,7,Member,Card,0,0
20-09-2024,PN030,Onions,Vegetables,15,10-10-2024,0.67,0%,0.67,10.05,20,Member,Card,0,0
20-09-2024,PN032,Oranges,Fruits,2,22-09-2024,0.6,15%,0.51,1.02,14,Regular,Card,0,0
20-09-2024,PN037,Potatoes,Vegetables,8,21-09-2024,0.46,25%,0.35,2.8,20,Member,Card,0,0
19-09-2024,PN009,Butter,Dairy,3,24-09-2024,3.99,0%,3.99,11.97,270,Member,Card,0,0
19-09-2024,PN011,Cabbage,Vegetables,19,29-09-2024,1.29,0%,1.29,24.51,10,Member,Card,0,0
19-09-2024,PN024,Guinness,Beverages,16,17-04-2025,4.66,0%,4.66,74.56,210,Regular,Cash,0,0
19-09-2024,PN025,Ham,Meat,2,24-09-2024,2.99,5%,2.84,5.68,10,Member,Card,0,0
19-09-2024,PN044,Sparkling Wine,Beverages,12,19-09-2025,4.5,0%,4.5,54,365,Regular,Cash,0,0
18-09-2024,PN013,Carrots,Vegetables,4,02-10-2024,0.13,0%,0.13,0.52,14,Member,Card,0,0
18-09-2024,PN014,Charcoal,Non-Food,20,18-09-2026,1.75,0%,1.75,35,730,Regular,Card,0,0
18-09-2024,PN025,Ham,Meat,2,28-09-2024,2.99,0%,2.99,5.98,10,Regular,Cash,0,0
18-09-2024,PN026,Lamb,Meat,16,18-09-2024,5,30%,3.5,56,3,Member,Card,0,0
18-09-2024,PN033,Oysters,Seafood,1,03-10-2024,3.99,0%,3.99,3.99,15,Member,Cash,0,0
18-09-2024,PN037,Potatoes,Vegetables,13,08-10-2024,0.46,0%,0.46,5.98,20,Member,Cash,0,0
18-09-2024,PN044,Sparkling Wine,Beverages,19,21-09-2024,4.5,10%,4.05,76.95,365,Regular,Card,0,0
18-09-2024,PN045,Spinach,Vegetables,10,28-09-2024,1.39,0%,1.39,13.9,10,Member,Cash,0,0
18-09-2024,PN047,Tomatoes,Vegetables,6,18-09-2024,0.8,30%,0.56,3.36,7,Member,Card,0,0
17-09-2024,PN001,Apples,Fruits,3,27-09-2024,0.6,0%,0.6,1.8,10,Regular,Card,0,0
17-09-2024,PN017,Chocolates,Confectionery,2,17-09-2025,1.75,0%,1.75,3.5,365,Member,Cash,0,0
17-09-2024,PN026,Lamb,Meat,14,20-09-2024,5,0%,5,70,3,Member,Cash,0,0
17-09-2024,PN031,Orange Juice,Beverages,2,17-09-2024,2.5,30%,1.75,3.5,14,Member,Cash,0,0
17-09-2024,PN035,Pepper,Spices,13,01-10-2024,1,0%,1,13,14,Member,Card,0,0
16-09-2024,PN004,Beef,Meat,12,07-10-2024,4.5,0%,4.5,54,21,Regular,Card,0,0
16-09-2024,PN010,Butter Croissant,Bakery,11,19-09-2024,1.5,0%,1.5,16.5,3,Member,Cash,0,0
16-09-2024,PN016,Chicken Breast,Meat,3,21-09-2024,3.99,0%,3.99,11.97,5,Regular,Card,0,0
16-09-2024,PN020,Croissants,Bakery,13,16-10-2024,0.48,0%,0.48,6.24,30,Member,Card,0,0
16-09-2024,PN022,Easter Eggs,Confectionery,19,16-09-2025,1.2,0%,1.2,22.8,365,Member,Cash,0,0
16-09-2024,PN025,Ham,Meat,2,26-09-2024,2.99,0%,2.99,5.98,10,Regular,Cash,0,0
16-09-2024,PN025,Ham,Meat,20,26-09-2024,2.99,0%,2.99,59.8,10,Member,Cash,0,0
16-09-2024,PN028,Milk,Dairy,12,23-09-2024,1.25,0%,1.25,15,7,Regular,Cash,0,0
